unique	code	codeStem	hostSpecies	size	time	compositeSample	trait	trait.val
JASC317	JASC	JASC3	jasc	large	0	FALSE	waterperc	39.4249119979643
JASC19	JASC	JASC1	jasc	large	0	FALSE	waterperc	44.3985489026975
JASC22	JASC	JASC2	jasc	large	0	FALSE	waterperc	43.483595781355
JASC12	JASC	JASC1	jasc	large	0	FALSE	waterperc	43.6068017446033
LEPA18	LEPA	LEPA1	lepa	large	0	FALSE	waterperc	48.8239247311828
LEPA42	LEPA	LEPA4	lepa	large	0	FALSE	waterperc	46.027690296512
LEPA312	LEPA	LEPA3	lepa	large	0	FALSE	waterperc	42.6381878616275
LEPA29	LEPA	LEPA2	lepa	large	0	FALSE	waterperc	48.6420950533463
LEPA34	LEPA	LEPA3	lepa	large	0	FALSE	waterperc	43.6844550643834
LEPA310	LEPA	LEPA3	lepa	large	0	FALSE	waterperc	44.1581539584093
LEPA210	LEPA	LEPA2	lepa	large	0	FALSE	waterperc	49.3088047639302
LEPA39	LEPA	LEPA3	lepa	large	0	FALSE	waterperc	43.4383387484108
MEDE35	MEDE	MEDE3	mede	large	0	FALSE	waterperc	47.1705120467945
MEDE116	MEDE	MEDE1	mede	large	0	FALSE	waterperc	49.4130250412891
MEDE25	MEDE	MEDE2	mede	large	0	FALSE	waterperc	52.1386628513518
MEDE37	MEDE	MEDE3	mede	large	0	FALSE	waterperc	45.9048647814513
MEDE38	MEDE	MEDE3	mede	large	0	FALSE	waterperc	45.7109737248841
MEDE13	MEDE	MEDE1	mede	large	0	FALSE	waterperc	50.9601551260399
MEDE26	MEDE	MEDE2	mede	large	0	FALSE	waterperc	51.8334206390781
MEDE113	MEDE	MEDE1	mede	large	0	FALSE	waterperc	48.5083028426682
MEDE15	MEDE	MEDE1	mede	large	0	FALSE	waterperc	51.9773822269807
MEDE212	MEDE	MEDE2	mede	large	0	FALSE	waterperc	47.552156112868
MEDE110	MEDE	MEDE1	mede	large	0	FALSE	waterperc	49.8798735511064
MEDE17	MEDE	MEDE1	mede	large	0	FALSE	waterperc	51.2325343632852
MEDE114	MEDE	MEDE1	mede	large	0	FALSE	waterperc	48.3886983209966
MEDE11	MEDE	MEDE1	mede	large	0	FALSE	waterperc	50.7594128908743
MEDE315	MEDE	MEDE3	mede	large	0	FALSE	waterperc	48.1468056184866
MEDE210	MEDE	MEDE2	mede	large	0	FALSE	waterperc	47.4511434511435
MEDE29	MEDE	MEDE2	mede	large	0	FALSE	waterperc	49.7212095217671
MEDE12	MEDE	MEDE1	mede	large	0	FALSE	waterperc	52.0148791072536
PELI112	PELI	PELI1	peli	large	0	FALSE	waterperc	46.1490774907749
PELI310	PELI	PELI3	peli	large	0	FALSE	waterperc	51.471329552615
PELI111	PELI	PELI1	peli	large	0	FALSE	waterperc	46.9728859725145
PELI37	PELI	PELI3	peli	large	0	FALSE	waterperc	46.22906629961
PELI18	PELI	PELI1	peli	large	0	FALSE	waterperc	43.8795829916833
PELI19	PELI	PELI1	peli	large	0	FALSE	waterperc	45.9078735940011
PEPU114	PEPU	PEPU1	pepu	large	0	FALSE	waterperc	44.8804120111732
PEPU32	PEPU	PEPU3	pepu	large	0	FALSE	waterperc	46.4967185221196
PEPU27	PEPU	PEPU2	pepu	large	0	FALSE	waterperc	48.3594131401115
PEPU31	PEPU	PEPU3	pepu	large	0	FALSE	waterperc	47.2268120731439
PEPU39	PEPU	PEPU3	pepu	large	0	FALSE	waterperc	46.0827954596038
PEPU112	PEPU	PEPU1	pepu	large	0	FALSE	waterperc	45.2410130718954
PEPU29	PEPU	PEPU2	pepu	large	0	FALSE	waterperc	46.6341724373644
PEPU16	PEPU	PEPU1	pepu	large	0	FALSE	waterperc	49.3957161660883
acel5b	acel	acel5	acel	small	0	FALSE	waterperc	35.4005167958656
acel1i	acel	acel1	acel	small	0	FALSE	waterperc	31.4066852367688
acel1j	acel	acel1	acel	small	0	FALSE	waterperc	31.3936781609195
acpa3h	acpa	acpa3	acpa	small	0	FALSE	waterperc	37.2817366682397
acpa3j	acpa	acpa3	acpa	small	0	FALSE	waterperc	37.1875
acpa3g	acpa	acpa3	acpa	small	0	FALSE	waterperc	37.2855701311806
alli2i	alli	alli2	alli	small	0	FALSE	waterperc	42.5037859666835
alli3h	alli	alli3	alli	small	0	FALSE	waterperc	37.7426785126686
alli1k	alli	alli1	alli	small	0	FALSE	waterperc	38.9537836465211
anba3k	anba	anba3	anba	small	0	FALSE	waterperc	39.1025641025641
anba1d	anba	anba1	anba	small	0	FALSE	waterperc	49.4009216589862
anba1i	anba	anba1	anba	small	0	FALSE	waterperc	49.0713587487781
baae1d	baae	baae1	baae	small	0	FALSE	waterperc	44.8605577689243
baae3g	baae	baae3	baae	small	0	FALSE	waterperc	45.3817405232248
baae2p	baae	baae2	baae	small	0	FALSE	waterperc	48.0783176214648
basp1b	basp	basp1	basp	small	0	FALSE	waterperc	39.1982182628062
basp2a	basp	basp2	basp	small	0	FALSE	waterperc	41.1918795022921
basp3d	basp	basp3	basp	small	0	FALSE	waterperc	43.2214765100671
cali1j	cali	cali1	cali	small	0	FALSE	waterperc	43.9075630252101
cali2l	cali	cali2	cali	small	0	FALSE	waterperc	40.3003754693367
cali1b	cali	cali1	cali	small	0	FALSE	waterperc	38.7176325524044
cota4b	cota	cota4	cota	small	0	FALSE	waterperc	29.1574279379157
cota1j	cota	cota1	cota	small	0	FALSE	waterperc	25.7956448911223
cota4c	cota	cota4	cota	small	0	FALSE	waterperc	30.4891922639363
eusc3f	eusc	eusc3	eusc	small	0	FALSE	waterperc	47.1619365609349
eusc1e	eusc	eusc1	eusc	small	0	FALSE	waterperc	47.0198675496689
eusc1l	eusc	eusc1	eusc	small	0	FALSE	waterperc	45.1940850277264
eute3h	eute	eute3	eute	small	0	FALSE	waterperc	55.8108995403808
eute3a	eute	eute3	eute	small	0	FALSE	waterperc	54.0012602394455
eute2h	eute	eute2	eute	small	0	FALSE	waterperc	58.637236084453
excu3b	excu	excu3	excu	small	0	FALSE	waterperc	47.6343592099219
excu2g	excu	excu2	excu	small	0	FALSE	waterperc	45.282076884673
excu1l	excu	excu1	excu	small	0	FALSE	waterperc	43.2432432432432
hase2k	hase	hase2	hase	small	0	FALSE	waterperc	42.6934097421203
hase3h	hase	hase3	hase	small	0	FALSE	waterperc	46.2555066079295
hase1a	hase	hase1	hase	small	0	FALSE	waterperc	42.2131147540984
isan5g	isan	isan5	isan	small	0	FALSE	waterperc	43.1328036322361
isan1h	isan	isan1	isan	small	0	FALSE	waterperc	36.5573770491803
isan4a	isan	isan4	isan	small	0	FALSE	waterperc	36.3485477178423
jasc3k	jasc	jasc3	jasc	small	0	FALSE	waterperc	44.0114068441065
jasc2l	jasc	jasc2	jasc	small	0	FALSE	waterperc	40.50822122571
jasc3j	jasc	jasc3	jasc	small	0	FALSE	waterperc	44.1379310344827
leer3b	leer	leer3	leer	small	0	FALSE	waterperc	25.0663129973475
leer9a	leer	leer9	leer	small	0	FALSE	waterperc	24.9114521841795
leer1b	leer	leer1	leer	small	0	FALSE	waterperc	27.3073263558516
lepa2a	lepa	lepa2	lepa	small	0	FALSE	waterperc	37.7903327055869
lepa1k	lepa	lepa1	lepa	small	0	FALSE	waterperc	40.0696864111498
lepa1i	lepa	lepa1	lepa	small	0	FALSE	waterperc	37.7700617283951
mede1h	mede	mede1	mede	small	0	FALSE	waterperc	49.2637215528782
mede2k	mede	mede2	mede	small	0	FALSE	waterperc	43.158953722334
mede2b	mede	mede2	mede	small	0	FALSE	waterperc	46.7495219885277
olst3c	olst	olst3	olst	small	0	FALSE	waterperc	37.5
olst1f	olst	olst1	olst	small	0	FALSE	waterperc	42.7624872579001
olst4d	olst	olst4	olst	small	0	FALSE	waterperc	39.0191897654584
peli1g	peli	peli1	peli	small	0	FALSE	waterperc	45.3166815343443
peli1h	peli	peli1	peli	small	0	FALSE	waterperc	48.1818181818182
peli2b	peli	peli2	peli	small	0	FALSE	waterperc	48.9810260014055
penu2e	penu	penu2	penu	small	0	FALSE	waterperc	47.5536480686695
penu3a	penu	penu3	penu	small	0	FALSE	waterperc	44.2319187089062
penu4a	penu	penu4	penu	small	0	FALSE	waterperc	44.9074074074074
pepu3h	pepu	pepu3	pepu	small	0	FALSE	waterperc	43.1415241057543
pepu3k	pepu	pepu3	pepu	small	0	FALSE	waterperc	45.3744493392071
pepu2k	pepu	pepu2	pepu	small	0	FALSE	waterperc	48.4615384615385
ripi1e	ripi	ripi1	ripi	small	0	FALSE	waterperc	51.8828451882845
ripi1l	ripi	ripi1	ripi	small	0	FALSE	waterperc	50.4398826979472
ripi1h	ripi	ripi1	ripi	small	0	FALSE	waterperc	48.879202988792
acel5b	acel	acel5	acel	small	0	FALSE	density	0.570821529745043
acel1i	acel	acel1	acel	small	0	FALSE	density	0.560200668896321
acel1j	acel	acel1	acel	small	0	FALSE	density	0.545840407470289
acpa3h	acpa	acpa3	acpa	small	0	FALSE	density	0.730650154798762
acpa3j	acpa	acpa3	acpa	small	0	FALSE	density	0.665557404326123
acpa3g	acpa	acpa3	acpa	small	0	FALSE	density	0.703786191536748
alli2i	alli	alli2	alli	small	0	FALSE	density	0.552982456140351
alli3h	alli	alli3	alli	small	0	FALSE	density	0.647058823529412
alli1k	alli	alli1	alli	small	0	FALSE	density	0.656364974245769
anba3k	anba	anba3	anba	small	0	FALSE	density	0.532588454376164
anba1d	anba	anba1	anba	small	0	FALSE	density	0.463714637146371
anba1i	anba	anba1	anba	small	0	FALSE	density	0.51792828685259
baae1d	baae	baae1	baae	small	0	FALSE	density	0.540642722117202
baae3g	baae	baae3	baae	small	0	FALSE	density	0.577287066246057
baae2p	baae	baae2	baae	small	0	FALSE	density	0.505144995322732
basp1b	basp	basp1	basp	small	0	FALSE	density	0.674418604651163
basp2a	basp	basp2	basp	small	0	FALSE	density	0.702061855670103
basp3d	basp	basp3	basp	small	0	FALSE	density	0.675503711558855
cali1j	cali	cali1	cali	small	0	FALSE	density	0.648103309120258
cali2l	cali	cali2	cali	small	0	FALSE	density	0.733862959285005
cali1b	cali	cali1	cali	small	0	FALSE	density	0.713963963963964
cota4b	cota	cota4	cota	small	0	FALSE	density	0.668508287292818
cota1j	cota	cota1	cota	small	0	FALSE	density	0.691335740072202
cota4c	cota	cota4	cota	small	0	FALSE	density	0.672043010752688
eusc3f	eusc	eusc3	eusc	small	0	FALSE	density	0.555813953488372
eusc1e	eusc	eusc1	eusc	small	0	FALSE	density	0.56530612244898
eusc1l	eusc	eusc1	eusc	small	0	FALSE	density	0.598692810457516
eute3h	eute	eute3	eute	small	0	FALSE	density	0.54653937947494
eute3a	eute	eute3	eute	small	0	FALSE	density	0.530050083472454
eute2h	eute	eute2	eute	small	0	FALSE	density	0.5
excu3b	excu	excu3	excu	small	0	FALSE	density	0.613821138211382
excu2g	excu	excu2	excu	small	0	FALSE	density	0.639280125195618
excu1l	excu	excu1	excu	small	0	FALSE	density	0.663294797687861
hase2k	hase	hase2	hase	small	0	FALSE	density	0.614772727272727
hase3h	hase	hase3	hase	small	0	FALSE	density	0.625563909774436
hase1a	hase	hase1	hase	small	0	FALSE	density	0.646341463414634
isan5g	isan	isan5	isan	small	0	FALSE	density	0.649415692821369
isan1h	isan	isan1	isan	small	0	FALSE	density	0.69438202247191
isan4a	isan	isan4	isan	small	0	FALSE	density	0.695974576271187
jasc3k	jasc	jasc3	jasc	small	0	FALSE	density	0.701785714285714
jasc2l	jasc	jasc2	jasc	small	0	FALSE	density	0.670063694267516
jasc3j	jasc	jasc3	jasc	small	0	FALSE	density	0.690721649484536
leer3b	leer	leer3	leer	small	0	FALSE	density	0.755588673621461
leer9a	leer	leer9	leer	small	0	FALSE	density	0.776504297994269
leer1b	leer	leer1	leer	small	0	FALSE	density	0.702586206896552
lepa2a	lepa	lepa2	lepa	small	0	FALSE	density	0.697420634920635
lepa1k	lepa	lepa1	lepa	small	0	FALSE	density	0.674807197943445
lepa1i	lepa	lepa1	lepa	small	0	FALSE	density	0.670886075949367
mede1h	mede	mede1	mede	small	0	FALSE	density	0.589876033057851
mede2k	mede	mede2	mede	small	0	FALSE	density	0.53072625698324
mede2b	mede	mede2	mede	small	0	FALSE	density	0.606232294617564
olst3c	olst	olst3	olst	small	0	FALSE	density	0.635071090047393
olst1f	olst	olst1	olst	small	0	FALSE	density	0.620711166562695
olst4d	olst	olst4	olst	small	0	FALSE	density	0.657370517928287
peli1g	peli	peli1	peli	small	0	FALSE	density	0.507575757575758
peli1h	peli	peli1	peli	small	0	FALSE	density	0.488333333333333
peli2b	peli	peli2	peli	small	0	FALSE	density	0.572677595628415
penu2e	penu	penu2	penu	small	0	FALSE	density	0.578021978021978
penu3a	penu	penu3	penu	small	0	FALSE	density	0.57577955039884
penu4a	penu	penu4	penu	small	0	FALSE	density	0.623330365093499
pepu3h	pepu	pepu3	pepu	small	0	FALSE	density	0.655856727976767
pepu3k	pepu	pepu3	pepu	small	0	FALSE	density	0.637526652452026
pepu2k	pepu	pepu2	pepu	small	0	FALSE	density	0.571197411003236
ripi1e	ripi	ripi1	ripi	small	0	FALSE	density	0.413236481033091
ripi1l	ripi	ripi1	ripi	small	0	FALSE	density	0.454011741682974
ripi1h	ripi	ripi1	ripi	small	0	FALSE	density	0.460329341317365
acel5b	acel	acel5	acel	small	0	FALSE	barkthick	0.94
acel1i	acel	acel1	acel	small	0	FALSE	barkthick	2.8
acel1j	acel	acel1	acel	small	0	FALSE	barkthick	2.41
acpa3h	acpa	acpa3	acpa	small	0	FALSE	barkthick	0.970000000000002
acpa3j	acpa	acpa3	acpa	small	0	FALSE	barkthick	2.2
acpa3g	acpa	acpa3	acpa	small	0	FALSE	barkthick	1.87
alli2i	alli	alli2	alli	small	0	FALSE	barkthick	2.92
alli3h	alli	alli3	alli	small	0	FALSE	barkthick	3.01
alli1k	alli	alli1	alli	small	0	FALSE	barkthick	1.58
anba3k	anba	anba3	anba	small	0	FALSE	barkthick	1.31
anba1d	anba	anba1	anba	small	0	FALSE	barkthick	0.859999999999999
anba1i	anba	anba1	anba	small	0	FALSE	barkthick	1.97
baae1d	baae	baae1	baae	small	0	FALSE	barkthick	1.94
baae3g	baae	baae3	baae	small	0	FALSE	barkthick	0.879999999999999
baae2p	baae	baae2	baae	small	0	FALSE	barkthick	1.5
basp1b	basp	basp1	basp	small	0	FALSE	barkthick	1.46
basp2a	basp	basp2	basp	small	0	FALSE	barkthick	1.07
basp3d	basp	basp3	basp	small	0	FALSE	barkthick	2.1
cali1j	cali	cali1	cali	small	0	FALSE	barkthick	3.49
cali2l	cali	cali2	cali	small	0	FALSE	barkthick	3.19
cali1b	cali	cali1	cali	small	0	FALSE	barkthick	3.21
cota4b	cota	cota4	cota	small	0	FALSE	barkthick	2.19
cota1j	cota	cota1	cota	small	0	FALSE	barkthick	1.17
cota4c	cota	cota4	cota	small	0	FALSE	barkthick	1.51
eusc3f	eusc	eusc3	eusc	small	0	FALSE	barkthick	1.4
eusc1e	eusc	eusc1	eusc	small	0	FALSE	barkthick	1.67
eusc1l	eusc	eusc1	eusc	small	0	FALSE	barkthick	1.49
eute3h	eute	eute3	eute	small	0	FALSE	barkthick	1.94
eute3a	eute	eute3	eute	small	0	FALSE	barkthick	1.41
eute2h	eute	eute2	eute	small	0	FALSE	barkthick	2.36
excu3b	excu	excu3	excu	small	0	FALSE	barkthick	1.28
excu2g	excu	excu2	excu	small	0	FALSE	barkthick	3.66
excu1l	excu	excu1	excu	small	0	FALSE	barkthick	1.42
hase2k	hase	hase2	hase	small	0	FALSE	barkthick	0.739999999999998
hase3h	hase	hase3	hase	small	0	FALSE	barkthick	1.11
hase1a	hase	hase1	hase	small	0	FALSE	barkthick	0.41
isan5g	isan	isan5	isan	small	0	FALSE	barkthick	1.23
isan1h	isan	isan1	isan	small	0	FALSE	barkthick	1.21
isan4a	isan	isan4	isan	small	0	FALSE	barkthick	0.329999999999998
jasc3k	jasc	jasc3	jasc	small	0	FALSE	barkthick	4.45
jasc2l	jasc	jasc2	jasc	small	0	FALSE	barkthick	6.88
jasc3j	jasc	jasc3	jasc	small	0	FALSE	barkthick	3.81
leer3b	leer	leer3	leer	small	0	FALSE	barkthick	0.27
leer9a	leer	leer9	leer	small	0	FALSE	barkthick	0.68
leer1b	leer	leer1	leer	small	0	FALSE	barkthick	1.18
lepa2a	lepa	lepa2	lepa	small	0	FALSE	barkthick	2.51
lepa1k	lepa	lepa1	lepa	small	0	FALSE	barkthick	2.44
lepa1i	lepa	lepa1	lepa	small	0	FALSE	barkthick	3.91
mede1h	mede	mede1	mede	small	0	FALSE	barkthick	3.67
mede2k	mede	mede2	mede	small	0	FALSE	barkthick	3.13
mede2b	mede	mede2	mede	small	0	FALSE	barkthick	2.69
olst3c	olst	olst3	olst	small	0	FALSE	barkthick	0.390000000000001
olst1f	olst	olst1	olst	small	0	FALSE	barkthick	1.12
olst4d	olst	olst4	olst	small	0	FALSE	barkthick	1.14
peli1g	peli	peli1	peli	small	0	FALSE	barkthick	3.65
peli1h	peli	peli1	peli	small	0	FALSE	barkthick	2.57
peli2b	peli	peli2	peli	small	0	FALSE	barkthick	2.09
penu2e	penu	penu2	penu	small	0	FALSE	barkthick	1.32
penu3a	penu	penu3	penu	small	0	FALSE	barkthick	1.33
penu4a	penu	penu4	penu	small	0	FALSE	barkthick	1.25
pepu3h	pepu	pepu3	pepu	small	0	FALSE	barkthick	3.68
pepu3k	pepu	pepu3	pepu	small	0	FALSE	barkthick	2.85
pepu2k	pepu	pepu2	pepu	small	0	FALSE	barkthick	2.25
ripi1e	ripi	ripi1	ripi	small	0	FALSE	barkthick	-0.15
ripi1l	ripi	ripi1	ripi	small	0	FALSE	barkthick	1.48
