unique	code	codeStem	hostSpecies	size	time	compositeSample	trait	trait.val
penu2d	penu	penu2	penu	small	37	FALSE	density	0.52
eusc2i	eusc	eusc2	eusc	small	37	FALSE	density	0.54
mede1k	mede	mede1	mede	small	37	FALSE	density	0.39
acpa4e	acpa	acpa4	acpa	small	37	FALSE	density	0.54
MEDE23	MEDE	MEDE2	mede	large	37	FALSE	density	0.31
jasc3d	jasc	jasc3	jasc	small	37	FALSE	density	0.51
peli3g	peli	peli3	peli	small	37	FALSE	density	0.38
ripi2b	ripi	ripi2	ripi	small	37	FALSE	density	0.26
peli2e	peli	peli2	peli	small	37	FALSE	density	0.38
ANBA16	ANBA	ANBA1	anba	large	37	FALSE	density	0.2
LEPA11	LEPA	LEPA1	lepa	large	37	FALSE	density	0.63
JASC114	JASC	JASC1	jasc	large	37	FALSE	density	0.48
ripi1f	ripi	ripi1	ripi	small	37	FALSE	density	0.16
leer6b	leer	leer6	leer	small	37	FALSE	density	0.67
isan1f	isan	isan1	isan	small	37	FALSE	density	0.56
excu3e	excu	excu3	excu	small	37	FALSE	density	0.52
EUTE15	EUTE	EUTE1	eute	large	37	FALSE	density	0.6
mede3b	mede	mede3	mede	small	37	FALSE	density	0.42
baae2o	baae	baae2	baae	small	37	FALSE	density	0.27
EUSC216	EUSC	EUSC2	eusc	large	37	FALSE	density	0.45
ALLI37	ALLI	ALLI3	alli	large	37	FALSE	density	0.47
excu3i	excu	excu3	excu	small	37	FALSE	density	0.43
eusc1h	eusc	eusc1	eusc	small	37	FALSE	density	0.42
ACPA313	ACPA	ACPA3	acpa	large	37	FALSE	density	0.54
penu2m	penu	penu2	penu	small	37	FALSE	density	0.48
ACPA14	ACPA	ACPA1	acpa	large	37	FALSE	density	0.54
hase1c	hase	hase1	hase	small	37	FALSE	density	0.42
eusc3d	eusc	eusc3	eusc	small	37	FALSE	density	0.43
EUSC39	EUSC	EUSC3	eusc	large	37	FALSE	density	0.34
EXCU15	EXCU	EXCU1	excu	large	37	FALSE	density	0.45
BAAE215	BAAE	BAAE2	baae	large	37	FALSE	density	0.17
basp2m	basp	basp2	basp	small	37	FALSE	density	0.35
EXCU34	EXCU	EXCU3	excu	large	37	FALSE	density	0.39
cota6c	cota	cota6	cota	small	37	FALSE	density	0.45
MEDE314	MEDE	MEDE3	mede	large	37	FALSE	density	0.51
PELI114	PELI	PELI1	peli	large	37	FALSE	density	0.34
pepu2i	pepu	pepu2	pepu	small	37	FALSE	density	0.46
PELI118	PELI	PELI1	peli	large	37	FALSE	density	0.35
LEPA41	LEPA	LEPA4	lepa	large	37	FALSE	density	0.51
leer10e	leer	leer1	leer	small	37	FALSE	density	0.64
JASC219	JASC	JASC2	jasc	large	37	FALSE	density	0.47
acel5i	acel	acel5	acel	small	37	FALSE	density	0.22
lepa1f	lepa	lepa1	lepa	small	37	FALSE	density	0.55
ALLI17	ALLI	ALLI1	alli	large	37	FALSE	density	0.53
EUSC36	EUSC	EUSC3	eusc	large	37	FALSE	density	0.48
MEDE39	MEDE	MEDE3	mede	large	37	FALSE	density	0.5
PELI38	PELI	PELI3	peli	large	37	FALSE	density	0.44
ALLI111	ALLI	ALLI1	alli	large	37	FALSE	density	0.43
lepa2d	lepa	lepa2	lepa	small	37	FALSE	density	0.77
penu2g	penu	penu2	penu	small	37	FALSE	density	0.38
alli1i	alli	alli1	alli	small	37	FALSE	density	0.52
ACPA49	ACPA	ACPA4	acpa	large	37	FALSE	density	0.62
excu2j	excu	excu2	excu	small	37	FALSE	density	0.38
cali1e	cali	cali1	cali	small	37	FALSE	density	0.31
PEPU22	PEPU	PEPU2	pepu	large	37	FALSE	density	0.37
mede1l	mede	mede1	mede	small	37	FALSE	density	0.47
JASC311	JASC	JASC3	jasc	large	37	FALSE	density	0.37
baae3l	baae	baae3	baae	small	37	FALSE	density	0.25
jasc2j	jasc	jasc2	jasc	small	37	FALSE	density	0.29
jasc3a	jasc	jasc3	jasc	small	37	FALSE	density	0.38
acpa1j	acpa	acpa1	acpa	small	37	FALSE	density	0.42
PEPU211	PEPU	PEPU2	pepu	large	37	FALSE	density	0.46
penu2b	penu	penu2	penu	small	37	FALSE	density	0.52
ripi2j	ripi	ripi2	ripi	small	37	FALSE	density	0.24
LEPA17	LEPA	LEPA1	lepa	large	37	FALSE	density	0.52
leer10b	leer	leer1	leer	small	37	FALSE	density	0.41
mede1i	mede	mede1	mede	small	37	FALSE	density	0.38
pepu1h	pepu	pepu1	pepu	small	37	FALSE	density	0.32
LEPA21	LEPA	LEPA2	lepa	large	37	FALSE	density	0.56
leer8c	leer	leer8	leer	small	37	FALSE	density	0.54
acpa4d	acpa	acpa4	acpa	small	37	FALSE	density	0.53
jasc1j	jasc	jasc1	jasc	small	37	FALSE	density	0.29
olst4g	olst	olst4	olst	small	37	FALSE	density	0.39
peli1e	peli	peli1	peli	small	37	FALSE	density	0.33
leer1e	leer	leer1	leer	small	37	FALSE	density	0.53
excu2c	excu	excu2	excu	small	37	FALSE	density	0.33
PEPU113	PEPU	PEPU1	pepu	large	37	FALSE	density	0.44
eusc2j	eusc	eusc2	eusc	small	37	FALSE	density	0.35
penu5b	penu	penu5	penu	small	37	FALSE	density	0.25
lepa3g	lepa	lepa3	lepa	small	37	FALSE	density	0.55
ANBA12	ANBA	ANBA1	anba	large	37	FALSE	density	0.22
pepu2l	pepu	pepu2	pepu	small	37	FALSE	density	0.38
PEPU17	PEPU	PEPU1	pepu	large	37	FALSE	density	0.39
ALLI11	ALLI	ALLI1	alli	large	37	FALSE	density	0.41
cali2f	cali	cali2	cali	small	37	FALSE	density	0.51
alli3f	alli	alli3	alli	small	37	FALSE	density	0.61
MEDE32	MEDE	MEDE3	mede	large	37	FALSE	density	0.45
lepa3c	lepa	lepa3	lepa	small	37	FALSE	density	0.49
olst4a	olst	olst4	olst	small	37	FALSE	density	0.29
excu3h	excu	excu3	excu	small	37	FALSE	density	0.53
basp3c	basp	basp3	basp	small	59	FALSE	density	0.3
eusc3g	eusc	eusc3	eusc	small	59	FALSE	density	0.26
baae2n	baae	baae2	baae	small	59	FALSE	density	0.38
PEPU14	PEPU	PEPU1	pepu	large	59	FALSE	density	0.28
mede1c	mede	mede1	mede	small	59	FALSE	density	0.36
acpa4k	acpa	acpa4	acpa	small	59	FALSE	density	0.43
BAAE32	BAAE	BAAE3	baae	large	59	FALSE	density	0.28
alli1c	alli	alli1	alli	small	59	FALSE	density	0.37
EUTE27	EUTE	EUTE2	eute	large	59	FALSE	density	0.47
leer9b	leer	leer9	leer	small	59	FALSE	density	0.44
acel5k	acel	acel5	acel	small	59	FALSE	density	0.3
alli2h	alli	alli2	alli	small	59	FALSE	density	0.28
EUTE318	EUTE	EUTE3	eute	large	59	FALSE	density	0.69
lepa1c	lepa	lepa1	lepa	small	59	FALSE	density	0.43
mede1b	mede	mede1	mede	small	59	FALSE	density	0.36
acpa4f	acpa	acpa4	acpa	small	59	FALSE	density	0.44
eute3j	eute	eute3	eute	small	59	FALSE	density	0.39
jasc1a	jasc	jasc1	jasc	small	59	FALSE	density	0.39
jasc3b	jasc	jasc3	jasc	small	59	FALSE	density	0.31
MEDE214	MEDE	MEDE2	mede	large	59	FALSE	density	0.37
alli2e	alli	alli2	alli	small	59	FALSE	density	0.43
ANBA25	ANBA	ANBA2	anba	large	59	FALSE	density	0.22
acel1k	acel	acel1	acel	small	59	FALSE	density	0.35
EUTE37	EUTE	EUTE3	eute	large	59	FALSE	density	0.62
EXCU21	EXCU	EXCU2	excu	large	59	FALSE	density	0.39
acpa4g	acpa	acpa4	acpa	small	59	FALSE	density	0.43
JASC211	JASC	JASC2	jasc	large	59	FALSE	density	0.46
ALLI313	ALLI	ALLI3	alli	large	59	FALSE	density	0.31
ACPA110	ACPA	ACPA1	acpa	large	59	FALSE	density	0.45
ALLI16	ALLI	ALLI1	alli	large	59	FALSE	density	0.19
pepu1k	pepu	pepu1	pepu	small	59	FALSE	density	0.25
acpa1g	acpa	acpa1	acpa	small	59	FALSE	density	0.32
LEPA27	LEPA	LEPA2	lepa	large	59	FALSE	density	0.52
ALLI213	ALLI	ALLI2	alli	large	59	FALSE	density	0.29
MEDE33	MEDE	MEDE3	mede	large	59	FALSE	density	0.39
eute1h	eute	eute1	eute	small	59	FALSE	density	0.19
EUSC28	EUSC	EUSC2	eusc	large	59	FALSE	density	0.38
anba3h	anba	anba3	anba	small	59	FALSE	density	0.39
EUTE317	EUTE	EUTE3	eute	large	59	FALSE	density	0.68
baae1e	baae	baae1	baae	small	59	FALSE	density	0.27
lepa1l	lepa	lepa1	lepa	small	59	FALSE	density	0.55
anba1e	anba	anba1	anba	small	59	FALSE	density	0.19
excu1f	excu	excu1	excu	small	59	FALSE	density	0.36
cali3e	cali	cali3	cali	small	59	FALSE	density	0.34
basp3j	basp	basp3	basp	small	59	FALSE	density	0.35
ALLI312	ALLI	ALLI3	alli	large	59	FALSE	density	0.36
lepa2e	lepa	lepa2	lepa	small	59	FALSE	density	0.53
leer3a	leer	leer3	leer	small	59	FALSE	density	0.38
cota2e	cota	cota2	cota	small	59	FALSE	density	0.51
PEPU11	PEPU	PEPU1	pepu	large	59	FALSE	density	0.45
MEDE215	MEDE	MEDE2	mede	large	59	FALSE	density	0.37
peli1k	peli	peli1	peli	small	59	FALSE	density	0.31
pepu3a	pepu	pepu3	pepu	small	59	FALSE	density	0.14
hase1i	hase	hase1	hase	small	59	FALSE	density	0.25
cota5e	cota	cota5	cota	small	59	FALSE	density	0.37
basp1a	basp	basp1	basp	small	59	FALSE	density	0.36
ripi3k	ripi	ripi3	ripi	small	59	FALSE	density	0.22
EXCU311	EXCU	EXCU3	excu	large	59	FALSE	density	0.29
PELI31	PELI	PELI3	peli	large	59	FALSE	density	0.45
hase3l	hase	hase3	hase	small	59	FALSE	density	0.19
ACPA13	ACPA	ACPA1	acpa	large	59	FALSE	density	0.44
acel5c	acel	acel5	acel	small	59	FALSE	density	0.22
olst4i	olst	olst4	olst	small	59	FALSE	density	0.31
mede2e	mede	mede2	mede	small	59	FALSE	density	0.27
cali2b	cali	cali2	cali	small	59	FALSE	density	0.29
JASC25	JASC	JASC2	jasc	large	59	FALSE	density	0.42
peli3i	peli	peli3	peli	small	59	FALSE	density	0.16
MEDE312	MEDE	MEDE3	mede	large	59	FALSE	density	0.66
basp3k	basp	basp3	basp	small	59	FALSE	density	0.22
pepu1d	pepu	pepu1	pepu	small	59	FALSE	density	0.28
ACPA310	ACPA	ACPA3	acpa	large	59	FALSE	density	0.4
peli2g	peli	peli2	peli	small	59	FALSE	density	0.3
peli2f	peli	peli2	peli	small	59	FALSE	density	0.32
anba2k	anba	anba2	anba	small	59	FALSE	density	0.33
ripi3h	ripi	ripi3	ripi	small	59	FALSE	density	0.16
ACPA46	ACPA	ACPA4	acpa	large	59	FALSE	density	0.47
PEPU24	PEPU	PEPU2	pepu	large	59	FALSE	density	0.35
JASC29	JASC	JASC2	jasc	large	59	FALSE	density	0.48
baae2a	baae	baae2	baae	small	59	FALSE	density	0.33
acpa4c	acpa	acpa4	acpa	small	59	FALSE	density	0.46
olst2h	olst	olst2	olst	small	59	FALSE	density	0.52
BAAE315	BAAE	BAAE3	baae	large	59	FALSE	density	0.36
EUSC114	EUSC	EUSC1	eusc	large	59	FALSE	density	0.5
excu3k	excu	excu3	excu	small	59	FALSE	density	0.37
cali1l	cali	cali1	cali	small	59	FALSE	density	0.24
leer4a	leer	leer4	leer	small	59	FALSE	density	0.44
ACPA116	ACPA	ACPA1	acpa	large	59	FALSE	density	0.46
PELI11	PELI	PELI1	peli	large	59	FALSE	density	0.49
EUSC312	EUSC	EUSC3	eusc	large	59	FALSE	density	0.4
EXCU17	EXCU	EXCU1	excu	large	59	FALSE	density	0.42
excu1e	excu	excu1	excu	small	59	FALSE	density	0.38
alli2d	alli	alli2	alli	small	59	FALSE	density	0.42
baae2l	baae	baae2	baae	small	59	FALSE	density	0.25
jasc3h	jasc	jasc3	jasc	small	59	FALSE	density	0.4
mede3i	mede	mede3	mede	small	59	FALSE	density	0.4
peli1j	peli	peli1	peli	small	59	FALSE	density	0.33
jasc1k	jasc	jasc1	jasc	small	59	FALSE	density	0.24
penu4d	penu	penu4	penu	small	59	FALSE	density	0.24
isan2e	isan	isan2	isan	small	59	FALSE	density	0.5
alli3c	alli	alli3	alli	small	59	FALSE	density	0.39
EUSC311	EUSC	EUSC3	eusc	large	59	FALSE	density	0.43
anba3b	anba	anba3	anba	small	59	FALSE	density	0.28
PELI24	PELI	PELI2	peli	large	59	FALSE	density	0.28
PEPU111	PEPU	PEPU1	pepu	large	59	FALSE	density	0.44
lepa2h	lepa	lepa2	lepa	small	59	FALSE	density	0.4
excu3d	excu	excu3	excu	small	59	FALSE	density	0.3
cali2a	cali	cali2	cali	small	59	FALSE	density	0.54
isan3g	isan	isan3	isan	small	59	FALSE	density	0.35
EXCU18	EXCU	EXCU1	excu	large	59	FALSE	density	0.44
excu2b	excu	excu2	excu	small	59	FALSE	density	0.46
PELI113	PELI	PELI1	peli	large	59	FALSE	density	0.44
JASC37	JASC	JASC3	jasc	large	59	FALSE	density	0.59
acpa4i	acpa	acpa4	acpa	small	59	FALSE	density	0.43
EXCU310	EXCU	EXCU3	excu	large	59	FALSE	density	0.36
ALLI115	ALLI	ALLI1	alli	large	59	FALSE	density	0.22
EUSC16	EUSC	EUSC1	eusc	large	59	FALSE	density	0.29
LEPA43	LEPA	LEPA4	lepa	large	59	FALSE	density	0.44
LEPA36	LEPA	LEPA3	lepa	large	59	FALSE	density	0.66
PELI115	PELI	PELI1	peli	large	59	FALSE	density	0.65
penu2f	penu	penu2	penu	small	59	FALSE	density	0.47
EXCU19	EXCU	EXCU1	excu	large	59	FALSE	density	0.32
cali3d	cali	cali3	cali	small	59	FALSE	density	0.55
excu1i	excu	excu1	excu	small	59	FALSE	density	0.41
ALLI33	ALLI	ALLI3	alli	large	59	FALSE	density	0.55
PEPU310	PEPU	PEPU3	pepu	large	59	FALSE	density	0.45
BAAE111	BAAE	BAAE1	baae	large	59	FALSE	density	0.29
mede2g	mede	mede2	mede	small	59	FALSE	density	0.28
hase3g	hase	hase3	hase	small	59	FALSE	density	0.15
EUTE311	EUTE	EUTE3	eute	large	59	FALSE	density	0.69
EUSC310	EUSC	EUSC3	eusc	large	59	FALSE	density	0.43
ripi1k	ripi	ripi1	ripi	small	59	FALSE	density	0.18
jasc2d	jasc	jasc2	jasc	small	59	FALSE	density	0.27
hase3a	hase	hase3	hase	small	59	FALSE	density	0.32
isan2c	isan	isan2	isan	small	59	FALSE	density	0.48
olst1g	olst	olst1	olst	small	59	FALSE	density	0.16
PELI39	PELI	PELI3	peli	large	59	FALSE	density	0.41
MEDE28	MEDE	MEDE2	mede	large	59	FALSE	density	0.34
LEPA31	LEPA	LEPA3	lepa	large	59	FALSE	density	0.65
MEDE18	MEDE	MEDE1	mede	large	59	FALSE	density	0.2
JASC314	JASC	JASC3	jasc	large	59	FALSE	density	0.29
isan5d	isan	isan5	isan	small	59	FALSE	density	0.39
jasc1c	jasc	jasc1	jasc	small	59	FALSE	density	0.29
acel1g	acel	acel1	acel	small	59	FALSE	density	0.34
baae2j	baae	baae2	baae	small	59	FALSE	density	0.34
BAAE27	BAAE	BAAE2	baae	large	59	FALSE	density	0.41
cali2h	cali	cali2	cali	small	59	FALSE	density	0.56
penu3i	penu	penu3	penu	small	59	FALSE	density	0.35
JASC18	JASC	JASC1	jasc	large	59	FALSE	density	0.38
ACPA312	ACPA	ACPA3	acpa	large	59	FALSE	density	0.53
alli3i	alli	alli3	alli	small	59	FALSE	density	0.48
cota2g	cota	cota2	cota	small	59	FALSE	density	0.35
LEPA16	LEPA	LEPA1	lepa	large	59	FALSE	density	0.47
EUTE115	EUTE	EUTE1	eute	large	59	FALSE	density	0.62
ALLI311	ALLI	ALLI3	alli	large	59	FALSE	density	0.48
baae3c	baae	baae3	baae	small	59	FALSE	density	0.46
LEPA45	LEPA	LEPA4	lepa	large	7	FALSE	waterperc	37.38
cota2d	cota	cota2	cota	small	7	FALSE	waterperc	48.89
eusc2d	eusc	eusc2	eusc	small	7	FALSE	waterperc	35.65
baae3i	baae	baae3	baae	small	7	FALSE	waterperc	43.73
basp2c	basp	basp2	basp	small	7	FALSE	waterperc	48.19
acel2b	acel	acel2	acel	small	7	FALSE	waterperc	47.34
eute1b	eute	eute1	eute	small	7	FALSE	waterperc	39.33
cota3d	cota	cota3	cota	small	7	FALSE	waterperc	45.16
anba1l	anba	anba1	anba	small	7	FALSE	waterperc	42.98
peli2k	peli	peli2	peli	small	7	FALSE	waterperc	40
ACPA18	ACPA	ACPA1	acpa	large	7	FALSE	waterperc	17.44
olst1j	olst	olst1	olst	small	7	FALSE	waterperc	30.31
ALLI315	ALLI	ALLI3	alli	large	7	FALSE	waterperc	23.1
cali3f	cali	cali3	cali	small	7	FALSE	waterperc	40.41
lepa2f	lepa	lepa2	lepa	small	7	FALSE	waterperc	54.07
hase1j	hase	hase1	hase	small	7	FALSE	waterperc	37.27
baae3b	baae	baae3	baae	small	7	FALSE	waterperc	44.12
olst1i	olst	olst1	olst	small	7	FALSE	waterperc	29.49
ALLI19	ALLI	ALLI1	alli	large	7	FALSE	waterperc	24.33
leer6c	leer	leer6	leer	small	7	FALSE	waterperc	34.85
ACPA12	ACPA	ACPA1	acpa	large	7	FALSE	waterperc	16.79
lepa1j	lepa	lepa1	lepa	small	7	FALSE	waterperc	55.03
cota3b	cota	cota3	cota	small	7	FALSE	waterperc	54.69
baae3h	baae	baae3	baae	small	7	FALSE	waterperc	43.98
cali3j	cali	cali3	cali	small	7	FALSE	waterperc	33.36
cali3a	cali	cali3	cali	small	7	FALSE	waterperc	40.95
MEDE311	MEDE	MEDE3	mede	large	7	FALSE	waterperc	53.13
EUTE19	EUTE	EUTE1	eute	large	7	FALSE	waterperc	21.06
eute3d	eute	eute3	eute	small	7	FALSE	waterperc	44.72
ripi2i	ripi	ripi2	ripi	small	7	FALSE	waterperc	22.4
acpa3d	acpa	acpa3	acpa	small	7	FALSE	waterperc	25.53
EUTE31	EUTE	EUTE3	eute	large	7	FALSE	waterperc	24.95
ACPA311	ACPA	ACPA3	acpa	large	7	FALSE	waterperc	16.31
lepa1a	lepa	lepa1	lepa	small	7	FALSE	waterperc	63.68
peli3h	peli	peli3	peli	small	7	FALSE	waterperc	38.1
lepa3d	lepa	lepa3	lepa	small	7	FALSE	waterperc	41.94
hase3e	hase	hase3	hase	small	7	FALSE	waterperc	36.77
PELI311	PELI	PELI3	peli	large	7	FALSE	waterperc	42.02
ANBA311	ANBA	ANBA3	anba	large	7	FALSE	waterperc	39
ACPA42	ACPA	ACPA4	acpa	large	7	FALSE	waterperc	16.97
LEPA37	LEPA	LEPA3	lepa	large	7	FALSE	waterperc	34.41
EXCU27	EXCU	EXCU2	excu	large	7	FALSE	waterperc	23.41
EXCU28	EXCU	EXCU2	excu	large	7	FALSE	waterperc	25.29
EUSC31	EUSC	EUSC3	eusc	large	7	FALSE	waterperc	26.79
eusc1f	eusc	eusc1	eusc	small	7	FALSE	waterperc	37.64
leer8d	leer	leer8	leer	small	7	FALSE	waterperc	30.09
PELI25	PELI	PELI2	peli	large	7	FALSE	waterperc	31.3
leer8a	leer	leer8	leer	small	7	FALSE	waterperc	31.94
eute2l	eute	eute2	eute	small	7	FALSE	waterperc	33.87
JASC319	JASC	JASC3	jasc	large	7	FALSE	waterperc	36.21
EUTE312	EUTE	EUTE3	eute	large	7	FALSE	waterperc	19.58
EUSC213	EUSC	EUSC2	eusc	large	7	FALSE	waterperc	29.98
ripi1i	ripi	ripi1	ripi	small	7	FALSE	waterperc	29.91
ripi2g	ripi	ripi2	ripi	small	7	FALSE	waterperc	28.2
cota1e	cota	cota1	cota	small	7	FALSE	waterperc	36.68
anba1j	anba	anba1	anba	small	7	FALSE	waterperc	48.82
JASC28	JASC	JASC2	jasc	large	7	FALSE	waterperc	26.9
isan3d	isan	isan3	isan	small	7	FALSE	waterperc	76.17
ANBA23	ANBA	ANBA2	anba	large	7	FALSE	waterperc	47.72
isan3c	isan	isan3	isan	small	7	FALSE	waterperc	50.77
baae1c	baae	baae1	baae	small	7	FALSE	waterperc	58.69
anba1a	anba	anba1	anba	small	7	FALSE	waterperc	55.56
acpa1a	acpa	acpa1	acpa	small	7	FALSE	waterperc	25.28
alli2b	alli	alli2	alli	small	7	FALSE	waterperc	26.36
jasc3e	jasc	jasc3	jasc	small	7	FALSE	waterperc	47.76
mede2a	mede	mede2	mede	small	7	FALSE	waterperc	51.73
PEPU212	PEPU	PEPU2	pepu	large	7	FALSE	waterperc	33.29
penu1b	penu	penu1	penu	small	7	FALSE	waterperc	40.82
MEDE111	MEDE	MEDE1	mede	large	7	FALSE	waterperc	60.95
JASC316	JASC	JASC3	jasc	large	7	FALSE	waterperc	30.23
ALLI211	ALLI	ALLI2	alli	large	7	FALSE	waterperc	23.82
pepu1g	pepu	pepu1	pepu	small	7	FALSE	waterperc	36.31
olst1a	olst	olst1	olst	small	7	FALSE	waterperc	38.67
EXCU16	EXCU	EXCU1	excu	large	7	FALSE	waterperc	26.51
leer5b	leer	leer5	leer	small	7	FALSE	waterperc	25.13
MEDE211	MEDE	MEDE2	mede	large	7	FALSE	waterperc	42.55
acel1l	acel	acel1	acel	small	7	FALSE	waterperc	28.88
hase2h	hase	hase2	hase	small	7	FALSE	waterperc	33.22
olst4f	olst	olst4	olst	small	7	FALSE	waterperc	29.01
EUTE11	EUTE	EUTE1	eute	large	7	FALSE	waterperc	18.81
mede1g	mede	mede1	mede	small	7	FALSE	waterperc	53.57
acpa3f	acpa	acpa3	acpa	small	7	FALSE	waterperc	26.43
cali1h	cali	cali1	cali	small	7	FALSE	waterperc	27.47
leer9c	leer	leer9	leer	small	7	FALSE	waterperc	25.71
excu2f	excu	excu2	excu	small	7	FALSE	waterperc	30.68
jasc1b	jasc	jasc1	jasc	small	7	FALSE	waterperc	56.04
isan5a	isan	isan5	isan	small	7	FALSE	waterperc	40.93
excu2k	excu	excu2	excu	small	7	FALSE	waterperc	41.01
EUSC112	EUSC	EUSC1	eusc	large	7	FALSE	waterperc	25.29
mede3h	mede	mede3	mede	small	7	FALSE	waterperc	48.82
excu2d	excu	excu2	excu	small	7	FALSE	waterperc	30.93
LEPA13	LEPA	LEPA1	lepa	large	7	FALSE	waterperc	46.79
basp1e	basp	basp1	basp	small	7	FALSE	waterperc	48.75
pepu3g	pepu	pepu3	pepu	small	7	FALSE	waterperc	36.04
BAAE39	BAAE	BAAE3	baae	large	7	FALSE	waterperc	47.75
BAAE311	BAAE	BAAE3	baae	large	7	FALSE	waterperc	44.13
peli1l	peli	peli1	peli	small	7	FALSE	waterperc	57.47
BAAE13	BAAE	BAAE1	baae	large	7	FALSE	waterperc	53.78
PELI16	PELI	PELI1	peli	large	7	FALSE	waterperc	47.8
penu3g	penu	penu3	penu	small	7	FALSE	waterperc	43.81
jasc1h	jasc	jasc1	jasc	small	7	FALSE	waterperc	53.93
acel2i	acel	acel2	acel	small	7	FALSE	waterperc	26.89
basp1g	basp	basp1	basp	small	7	FALSE	waterperc	40.43
ANBA112	ANBA	ANBA1	anba	large	7	FALSE	waterperc	59.09
alli1b	alli	alli1	alli	small	7	FALSE	waterperc	31.76
eusc1a	eusc	eusc1	eusc	small	7	FALSE	waterperc	38.02
pepu3d	pepu	pepu3	pepu	small	7	FALSE	waterperc	30.72
PEPU110	PEPU	PEPU1	pepu	large	7	FALSE	waterperc	22.11
alli1g	alli	alli1	alli	small	7	FALSE	waterperc	23.07
penu3d	penu	penu3	penu	small	7	FALSE	waterperc	34.89
PEPU33	PEPU	PEPU3	pepu	large	7	FALSE	waterperc	28.01
EXCU13	EXCU	EXCU1	excu	large	13	FALSE	waterperc	39.21
PEPU23	PEPU	PEPU2	pepu	large	13	FALSE	waterperc	43.64
alli3d	alli	alli3	alli	small	13	FALSE	waterperc	50
basp2k	basp	basp2	basp	small	13	FALSE	waterperc	65.33
ripi3i	ripi	ripi3	ripi	small	13	FALSE	waterperc	77.2
ALLI316	ALLI	ALLI3	alli	large	13	FALSE	waterperc	35.26
jasc2f	jasc	jasc2	jasc	small	13	FALSE	waterperc	127.4
jasc3i	jasc	jasc3	jasc	small	13	FALSE	waterperc	94.27
ripi1c	ripi	ripi1	ripi	small	13	FALSE	waterperc	59.85
PELI17	PELI	PELI1	peli	large	13	FALSE	waterperc	73.11
eute2c	eute	eute2	eute	small	13	FALSE	waterperc	120.45
mede3g	mede	mede3	mede	small	13	FALSE	waterperc	75.82
lepa2c	lepa	lepa2	lepa	small	13	FALSE	waterperc	76.34
hase3f	hase	hase3	hase	small	13	FALSE	waterperc	64.13
ANBA215	ANBA	ANBA2	anba	large	13	FALSE	waterperc	81.01
baae2c	baae	baae2	baae	small	13	FALSE	waterperc	98.32
ALLI212	ALLI	ALLI2	alli	large	13	FALSE	waterperc	53.78
jasc1f	jasc	jasc1	jasc	small	13	FALSE	waterperc	125.25
eute3f	eute	eute3	eute	small	13	FALSE	waterperc	89.98
leer8f	leer	leer8	leer	small	13	FALSE	waterperc	59.46
peli3l	peli	peli3	peli	small	13	FALSE	waterperc	70.91
hase3d	hase	hase3	hase	small	13	FALSE	waterperc	88.79
BAAE316	BAAE	BAAE3	baae	large	13	FALSE	waterperc	91.51
MEDE216	MEDE	MEDE2	mede	large	13	FALSE	waterperc	70.86
penu1d	penu	penu1	penu	small	13	FALSE	waterperc	86.61
JASC318	JASC	JASC3	jasc	large	13	FALSE	waterperc	61.8
hase1l	hase	hase1	hase	small	13	FALSE	waterperc	98.83
JASC21	JASC	JASC2	jasc	large	13	FALSE	waterperc	48.85
JASC17	JASC	JASC1	jasc	large	13	FALSE	waterperc	58.81
anba1h	anba	anba1	anba	small	13	FALSE	waterperc	146.26
lepa2j	lepa	lepa2	lepa	small	13	FALSE	waterperc	103.31
EUSC19	EUSC	EUSC1	eusc	large	13	FALSE	waterperc	61.45
EUSC113	EUSC	EUSC1	eusc	large	13	FALSE	waterperc	55.29
acel2e	acel	acel2	acel	small	13	FALSE	waterperc	60.1
basp3m	basp	basp3	basp	small	13	FALSE	waterperc	80.15
mede3k	mede	mede3	mede	small	13	FALSE	waterperc	101.07
ALLI23	ALLI	ALLI2	alli	large	13	FALSE	waterperc	55.31
excu1a	excu	excu1	excu	small	13	FALSE	waterperc	69.31
BAAE35	BAAE	BAAE3	baae	large	13	FALSE	waterperc	82.3
baae1g	baae	baae1	baae	small	13	FALSE	waterperc	106.83
acel1h	acel	acel1	acel	small	13	FALSE	waterperc	60.54
pepu1f	pepu	pepu1	pepu	small	13	FALSE	waterperc	122.87
penu2h	penu	penu2	penu	small	13	FALSE	waterperc	85.36
eute3i	eute	eute3	eute	small	13	FALSE	waterperc	117.46
eusc1k	eusc	eusc1	eusc	small	13	FALSE	waterperc	98.23
eusc1g	eusc	eusc1	eusc	small	13	FALSE	waterperc	89.75
ANBA38	ANBA	ANBA3	anba	large	13	FALSE	waterperc	101.92
acpa3c	acpa	acpa3	acpa	small	13	FALSE	waterperc	43.14
excu3f	excu	excu3	excu	small	13	FALSE	waterperc	52.21
ANBA316	ANBA	ANBA3	anba	large	13	FALSE	waterperc	124.83
acpa3b	acpa	acpa3	acpa	small	13	FALSE	waterperc	51.66
leer5a	leer	leer5	leer	small	13	FALSE	waterperc	72.52
PELI117	PELI	PELI1	peli	large	13	FALSE	waterperc	47.54
isan1d	isan	isan1	isan	small	13	FALSE	waterperc	72.97
excu1d	excu	excu1	excu	small	13	FALSE	waterperc	55.62
acel1a	acel	acel1	acel	small	13	FALSE	waterperc	42.05
PELI313	PELI	PELI3	peli	large	13	FALSE	waterperc	40.86
