unique,code,species,size,time,pmr,codeStem
ALLI16,ALLI,alli,large,0,1,ALLI1
ALLI211,ALLI,alli,large,0,1,ALLI2
ALLI213,ALLI,alli,large,0,1,ALLI2
ALLI113,ALLI,alli,large,0,1,ALLI1
ALLI312,ALLI,alli,large,0,1,ALLI3
ALLI311,ALLI,alli,large,0,1,ALLI3
ALLI38,ALLI,alli,large,0,1,ALLI3
ALLI34,ALLI,alli,large,0,1,ALLI3
ALLI115,ALLI,alli,large,0,1,ALLI1
ALLI112,ALLI,alli,large,0,1,ALLI1
ALLI37,ALLI,alli,large,0,1,ALLI3
ALLI17,ALLI,alli,large,0,1,ALLI1
ALLI31,ALLI,alli,large,0,1,ALLI3
ALLI33,ALLI,alli,large,0,1,ALLI3
ALLI21,ALLI,alli,large,0,1,ALLI2
ALLI27,ALLI,alli,large,0,1,ALLI2
ALLI14,ALLI,alli,large,0,1,ALLI1
ALLI15,ALLI,alli,large,0,1,ALLI1
ALLI114,ALLI,alli,large,0,1,ALLI1
ALLI18,ALLI,alli,large,0,1,ALLI1
ALLI39,ALLI,alli,large,0,1,ALLI3
ALLI210,ALLI,alli,large,0,1,ALLI2
ALLI110,ALLI,alli,large,0,1,ALLI1
ALLI35,ALLI,alli,large,0,1,ALLI3
ALLI36,ALLI,alli,large,0,1,ALLI3
ALLI310,ALLI,alli,large,0,1,ALLI3
ALLI314,ALLI,alli,large,0,1,ALLI3
ALLI25,ALLI,alli,large,0,1,ALLI2
ALLI13,ALLI,alli,large,0,1,ALLI1
ALLI215,ALLI,alli,large,0,1,ALLI2
ALLI26,ALLI,alli,large,0,1,ALLI2
ALLI29,ALLI,alli,large,0,1,ALLI2
ALLI12,ALLI,alli,large,0,1,ALLI1
ALLI28,ALLI,alli,large,0,1,ALLI2
ALLI32,ALLI,alli,large,0,1,ALLI3
ANBA215,ANBA,anba,large,0,1,ANBA2
ANBA316,ANBA,anba,large,0,1,ANBA3
ANBA38,ANBA,anba,large,0,1,ANBA3
ANBA113,ANBA,anba,large,0,1,ANBA1
ANBA311,ANBA,anba,large,0,1,ANBA3
ANBA315,ANBA,anba,large,0,1,ANBA3
ANBA27,ANBA,anba,large,0,1,ANBA2
ANBA114,ANBA,anba,large,0,1,ANBA1
ANBA213,ANBA,anba,large,0,1,ANBA2
ANBA15,ANBA,anba,large,0,1,ANBA1
ANBA17,ANBA,anba,large,0,1,ANBA1
ANBA31,ANBA,anba,large,0,1,ANBA3
ANBA111,ANBA,anba,large,0,1,ANBA1
ANBA210,ANBA,anba,large,0,1,ANBA2
ANBA29,ANBA,anba,large,0,1,ANBA2
ANBA211,ANBA,anba,large,0,1,ANBA2
ANBA25,ANBA,anba,large,0,1,ANBA2
ANBA23,ANBA,anba,large,0,1,ANBA2
ANBA39,ANBA,anba,large,0,1,ANBA3
ANBA26,ANBA,anba,large,0,1,ANBA2
ANBA24,ANBA,anba,large,0,1,ANBA2
ANBA16,ANBA,anba,large,0,1,ANBA1
ANBA19,ANBA,anba,large,0,1,ANBA1
ANBA112,ANBA,anba,large,0,1,ANBA1
ANBA33,ANBA,anba,large,0,1,ANBA3
ANBA310,ANBA,anba,large,0,1,ANBA3
ANBA11,ANBA,anba,large,0,1,ANBA1
ANBA12,ANBA,anba,large,0,1,ANBA1
ANBA14,ANBA,anba,large,0,1,ANBA1
ANBA116,ANBA,anba,large,0,1,ANBA1
ANBA22,ANBA,anba,large,0,1,ANBA2
ANBA28,ANBA,anba,large,0,1,ANBA2
ANBA21,ANBA,anba,large,0,1,ANBA2
ANBA13,ANBA,anba,large,0,1,ANBA1
ANBA37,ANBA,anba,large,0,1,ANBA3
ANBA214,ANBA,anba,large,0,1,ANBA2
ANBA312,ANBA,anba,large,0,1,ANBA3
ANBA313,ANBA,anba,large,0,1,ANBA3
ANBA18,ANBA,anba,large,0,1,ANBA1
ANBA110,ANBA,anba,large,0,1,ANBA1
ANBA115,ANBA,anba,large,0,1,ANBA1
ANBA35,ANBA,anba,large,0,1,ANBA3
ANBA36,ANBA,anba,large,0,1,ANBA3
ANBA212,ANBA,anba,large,0,1,ANBA2
ANBA32,ANBA,anba,large,0,1,ANBA3
ANBA34,ANBA,anba,large,0,1,ANBA3
ANBA314,ANBA,anba,large,0,1,ANBA3
BAAE25,BAAE,baae,large,0,1,BAAE2
BAAE38,BAAE,baae,large,0,1,BAAE3
BAAE211,BAAE,baae,large,0,1,BAAE2
BAAE316,BAAE,baae,large,0,1,BAAE3
BAAE32,BAAE,baae,large,0,1,BAAE3
BAAE214,BAAE,baae,large,0,1,BAAE2
BAAE28,BAAE,baae,large,0,1,BAAE2
BAAE35,BAAE,baae,large,0,1,BAAE3
BAAE33,BAAE,baae,large,0,1,BAAE3
BAAE314,BAAE,baae,large,0,1,BAAE3
BAAE26,BAAE,baae,large,0,1,BAAE2
BAAE31,BAAE,baae,large,0,1,BAAE3
BAAE216,BAAE,baae,large,0,1,BAAE2
BAAE23,BAAE,baae,large,0,1,BAAE2
BAAE311,BAAE,baae,large,0,1,BAAE3
BAAE39,BAAE,baae,large,0,1,BAAE3
BAAE315,BAAE,baae,large,0,1,BAAE3
BAAE13,BAAE,baae,large,0,1,BAAE1
BAAE15,BAAE,baae,large,0,1,BAAE1
BAAE215,BAAE,baae,large,0,1,BAAE2
BAAE212,BAAE,baae,large,0,1,BAAE2
BAAE36,BAAE,baae,large,0,1,BAAE3
BAAE37,BAAE,baae,large,0,1,BAAE3
BAAE111,BAAE,baae,large,0,1,BAAE1
BAAE19,BAAE,baae,large,0,1,BAAE1
BAAE16,BAAE,baae,large,0,1,BAAE1
BAAE12,BAAE,baae,large,0,1,BAAE1
BAAE27,BAAE,baae,large,0,1,BAAE2
BAAE312,BAAE,baae,large,0,1,BAAE3
BAAE110,BAAE,baae,large,0,1,BAAE1
BAAE34,BAAE,baae,large,0,1,BAAE3
BAAE18,BAAE,baae,large,0,1,BAAE1
BAAE29,BAAE,baae,large,0,1,BAAE2
BAAE112,BAAE,baae,large,0,1,BAAE1
BAAE313,BAAE,baae,large,0,1,BAAE3
BAAE113,BAAE,baae,large,0,1,BAAE1
BAAE21,BAAE,baae,large,0,1,BAAE2
BAAE24,BAAE,baae,large,0,1,BAAE2
BAAE14,BAAE,baae,large,0,1,BAAE1
BAAE210,BAAE,baae,large,0,1,BAAE2
BAAE11,BAAE,baae,large,0,1,BAAE1
BAAE17,BAAE,baae,large,0,1,BAAE1
BAAE310,BAAE,baae,large,0,1,BAAE3
BAAE213,BAAE,baae,large,0,1,BAAE2
BAAE22,BAAE,baae,large,0,1,BAAE2
EUSC16,EUSC,eusc,large,0,1,EUSC1
EUSC19,EUSC,eusc,large,0,1,EUSC1
EUSC113,EUSC,eusc,large,0,1,EUSC1
EUSC212,EUSC,eusc,large,0,1,EUSC2
EUSC31,EUSC,eusc,large,0,1,EUSC3
EUSC35,EUSC,eusc,large,0,1,EUSC3
EUSC213,EUSC,eusc,large,0,1,EUSC2
EUSC13,EUSC,eusc,large,0,1,EUSC1
EUSC110,EUSC,eusc,large,0,1,EUSC1
EUSC15,EUSC,eusc,large,0,1,EUSC1
EUSC28,EUSC,eusc,large,0,1,EUSC2
EUSC25,EUSC,eusc,large,0,1,EUSC2
EUSC21,EUSC,eusc,large,0,1,EUSC2
EUSC11,EUSC,eusc,large,0,1,EUSC1
EUSC112,EUSC,eusc,large,0,1,EUSC1
EUSC111,EUSC,eusc,large,0,1,EUSC1
EUSC116,EUSC,eusc,large,0,1,EUSC1
EUSC34,EUSC,eusc,large,0,1,EUSC3
EUSC114,EUSC,eusc,large,0,1,EUSC1
EUSC29,EUSC,eusc,large,0,1,EUSC2
EUSC312,EUSC,eusc,large,0,1,EUSC3
EUSC216,EUSC,eusc,large,0,1,EUSC2
EUSC311,EUSC,eusc,large,0,1,EUSC3
EUSC32,EUSC,eusc,large,0,1,EUSC3
EUSC39,EUSC,eusc,large,0,1,EUSC3
EUSC314,EUSC,eusc,large,0,1,EUSC3
EUSC36,EUSC,eusc,large,0,1,EUSC3
EUSC38,EUSC,eusc,large,0,1,EUSC3
EUSC310,EUSC,eusc,large,0,1,EUSC3
EUSC210,EUSC,eusc,large,0,1,EUSC2
EUSC24,EUSC,eusc,large,0,1,EUSC2
EUSC17,EUSC,eusc,large,0,1,EUSC1
EUSC33,EUSC,eusc,large,0,1,EUSC3
EUSC117,EUSC,eusc,large,0,1,EUSC1
EUSC18,EUSC,eusc,large,0,1,EUSC1
EUSC118,EUSC,eusc,large,0,1,EUSC1
EUSC22,EUSC,eusc,large,0,1,EUSC2
EUSC215,EUSC,eusc,large,0,1,EUSC2
EUSC214,EUSC,eusc,large,0,1,EUSC2
EUSC37,EUSC,eusc,large,0,1,EUSC3
EUSC12,EUSC,eusc,large,0,1,EUSC1
EUSC27,EUSC,eusc,large,0,1,EUSC2
EUSC313,EUSC,eusc,large,0,1,EUSC3
EUSC315,EUSC,eusc,large,0,1,EUSC3
EUSC26,EUSC,eusc,large,0,1,EUSC2
EUSC23,EUSC,eusc,large,0,1,EUSC2
EUSC115,EUSC,eusc,large,0,1,EUSC1
EUSC14,EUSC,eusc,large,0,1,EUSC1
EUSC211,EUSC,eusc,large,0,1,EUSC2
EUSC316,EUSC,eusc,large,0,1,EUSC3
EUTE37,EUTE,eute,large,0,1,EUTE3
EUTE16,EUTE,eute,large,0,1,EUTE1
EUTE27,EUTE,eute,large,0,1,EUTE2
EUTE318,EUTE,eute,large,0,1,EUTE3
EUTE19,EUTE,eute,large,0,1,EUTE1
EUTE31,EUTE,eute,large,0,1,EUTE3
EUTE28,EUTE,eute,large,0,1,EUTE2
EUTE312,EUTE,eute,large,0,1,EUTE3
EUTE18,EUTE,eute,large,0,1,EUTE1
EUTE14,EUTE,eute,large,0,1,EUTE1
EUTE113,EUTE,eute,large,0,1,EUTE1
EUTE317,EUTE,eute,large,0,1,EUTE3
EUTE310,EUTE,eute,large,0,1,EUTE3
EUTE11,EUTE,eute,large,0,1,EUTE1
EUTE316,EUTE,eute,large,0,1,EUTE3
EUTE25,EUTE,eute,large,0,1,EUTE2
EUTE34,EUTE,eute,large,0,1,EUTE3
EUTE17,EUTE,eute,large,0,1,EUTE1
EUTE313,EUTE,eute,large,0,1,EUTE3
EUTE33,EUTE,eute,large,0,1,EUTE3
EUTE15,EUTE,eute,large,0,1,EUTE1
EUTE110,EUTE,eute,large,0,1,EUTE1
EUTE22,EUTE,eute,large,0,1,EUTE2
EUTE13,EUTE,eute,large,0,1,EUTE1
EUTE311,EUTE,eute,large,0,1,EUTE3
EUTE35,EUTE,eute,large,0,1,EUTE3
EUTE32,EUTE,eute,large,0,1,EUTE3
EUTE23,EUTE,eute,large,0,1,EUTE2
EUTE314,EUTE,eute,large,0,1,EUTE3
EUTE115,EUTE,eute,large,0,1,EUTE1
EUTE114,EUTE,eute,large,0,1,EUTE1
EUTE111,EUTE,eute,large,0,1,EUTE1
EUTE315,EUTE,eute,large,0,1,EUTE3
EUTE38,EUTE,eute,large,0,1,EUTE3
EUTE24,EUTE,eute,large,0,1,EUTE2
EUTE12,EUTE,eute,large,0,1,EUTE1
EUTE319,EUTE,eute,large,0,1,EUTE3
EUTE39,EUTE,eute,large,0,1,EUTE3
EUTE21,EUTE,eute,large,0,1,EUTE2
EUTE112,EUTE,eute,large,0,1,EUTE1
EUTE26,EUTE,eute,large,0,1,EUTE2
EUTE36,EUTE,eute,large,0,1,EUTE3
EXCU13,EXCU,excu,large,0,1,EXCU1
EXCU19,EXCU,excu,large,0,1,EXCU1
EXCU29,EXCU,excu,large,0,1,EXCU2
EXCU211,EXCU,excu,large,0,1,EXCU2
EXCU27,EXCU,excu,large,0,1,EXCU2
EXCU28,EXCU,excu,large,0,1,EXCU2
EXCU12,EXCU,excu,large,0,1,EXCU1
EXCU21,EXCU,excu,large,0,1,EXCU2
EXCU16,EXCU,excu,large,0,1,EXCU1
EXCU23,EXCU,excu,large,0,1,EXCU2
EXCU311,EXCU,excu,large,0,1,EXCU3
EXCU212,EXCU,excu,large,0,1,EXCU2
EXCU33,EXCU,excu,large,0,1,EXCU3
EXCU37,EXCU,excu,large,0,1,EXCU3
EXCU38,EXCU,excu,large,0,1,EXCU3
EXCU17,EXCU,excu,large,0,1,EXCU1
EXCU25,EXCU,excu,large,0,1,EXCU2
EXCU15,EXCU,excu,large,0,1,EXCU1
EXCU18,EXCU,excu,large,0,1,EXCU1
EXCU34,EXCU,excu,large,0,1,EXCU3
EXCU39,EXCU,excu,large,0,1,EXCU3
EXCU310,EXCU,excu,large,0,1,EXCU3
EXCU312,EXCU,excu,large,0,1,EXCU3
EXCU24,EXCU,excu,large,0,1,EXCU2
EXCU313,EXCU,excu,large,0,1,EXCU3
EXCU31,EXCU,excu,large,0,1,EXCU3
EXCU14,EXCU,excu,large,0,1,EXCU1
EXCU35,EXCU,excu,large,0,1,EXCU3
EXCU11,EXCU,excu,large,0,1,EXCU1
EXCU32,EXCU,excu,large,0,1,EXCU3
EXCU210,EXCU,excu,large,0,1,EXCU2
EXCU26,EXCU,excu,large,0,1,EXCU2
EXCU22,EXCU,excu,large,0,1,EXCU2
EXCU36,EXCU,excu,large,0,1,EXCU3
JASC25,JASC,jasc,large,0,1,JASC2
JASC311,JASC,jasc,large,0,1,JASC3
JASC318,JASC,jasc,large,0,1,JASC3
JASC36,JASC,jasc,large,0,1,JASC3
JASC21,JASC,jasc,large,0,1,JASC2
JASC17,JASC,jasc,large,0,1,JASC1
JASC117,JASC,jasc,large,0,1,JASC1
JASC319,JASC,jasc,large,0,1,JASC3
JASC116,JASC,jasc,large,0,1,JASC1
JASC34,JASC,jasc,large,0,1,JASC3
JASC28,JASC,jasc,large,0,1,JASC2
JASC211,JASC,jasc,large,0,1,JASC2
JASC316,JASC,jasc,large,0,1,JASC3
JASC210,JASC,jasc,large,0,1,JASC2
JASC111,JASC,jasc,large,0,1,JASC1
JASC26,JASC,jasc,large,0,1,JASC2
JASC23,JASC,jasc,large,0,1,JASC2
JASC29,JASC,jasc,large,0,1,JASC2
JASC35,JASC,jasc,large,0,1,JASC3
JASC114,JASC,jasc,large,0,1,JASC1
JASC13,JASC,jasc,large,0,1,JASC1
JASC113,JASC,jasc,large,0,1,JASC1
JASC37,JASC,jasc,large,0,1,JASC3
JASC115,JASC,jasc,large,0,1,JASC1
JASC219,JASC,jasc,large,0,1,JASC2
JASC24,JASC,jasc,large,0,1,JASC2
JASC314,JASC,jasc,large,0,1,JASC3
JASC38,JASC,jasc,large,0,1,JASC3
JASC18,JASC,jasc,large,0,1,JASC1
JASC33,JASC,jasc,large,0,1,JASC3
JASC39,JASC,jasc,large,0,1,JASC3
JASC118,JASC,jasc,large,0,1,JASC1
JASC110,JASC,jasc,large,0,1,JASC1
JASC217,JASC,jasc,large,0,1,JASC2
JASC11,JASC,jasc,large,0,1,JASC1
JASC32,JASC,jasc,large,0,1,JASC3
JASC310,JASC,jasc,large,0,1,JASC3
JASC315,JASC,jasc,large,0,1,JASC3
JASC214,JASC,jasc,large,0,1,JASC2
JASC112,JASC,jasc,large,0,1,JASC1
JASC27,JASC,jasc,large,0,1,JASC2
JASC312,JASC,jasc,large,0,1,JASC3
JASC119,JASC,jasc,large,0,1,JASC1
JASC218,JASC,jasc,large,0,1,JASC2
JASC313,JASC,jasc,large,0,1,JASC3
JASC16,JASC,jasc,large,0,1,JASC1
JASC14,JASC,jasc,large,0,1,JASC1
JASC31,JASC,jasc,large,0,1,JASC3
JASC15,JASC,jasc,large,0,1,JASC1
JASC317,JASC,jasc,large,0,1,JASC3
JASC19,JASC,jasc,large,0,1,JASC1
JASC22,JASC,jasc,large,0,1,JASC2
JASC12,JASC,jasc,large,0,1,JASC1
LEPA45,LEPA,lepa,large,0,1,LEPA4
LEPA23,LEPA,lepa,large,0,1,LEPA2
LEPA37,LEPA,lepa,large,0,1,LEPA3
LEPA311,LEPA,lepa,large,0,1,LEPA3
LEPA14,LEPA,lepa,large,0,1,LEPA1
LEPA46,LEPA,lepa,large,0,1,LEPA4
LEPA26,LEPA,lepa,large,0,1,LEPA2
LEPA22,LEPA,lepa,large,0,1,LEPA2
LEPA15,LEPA,lepa,large,0,1,LEPA1
LEPA19,LEPA,lepa,large,0,1,LEPA1
LEPA27,LEPA,lepa,large,0,1,LEPA2
LEPA32,LEPA,lepa,large,0,1,LEPA3
LEPA38,LEPA,lepa,large,0,1,LEPA3
LEPA33,LEPA,lepa,large,0,1,LEPA3
LEPA28,LEPA,lepa,large,0,1,LEPA2
LEPA13,LEPA,lepa,large,0,1,LEPA1
LEPA47,LEPA,lepa,large,0,1,LEPA4
LEPA11,LEPA,lepa,large,0,1,LEPA1
LEPA25,LEPA,lepa,large,0,1,LEPA2
LEPA24,LEPA,lepa,large,0,1,LEPA2
LEPA35,LEPA,lepa,large,0,1,LEPA3
LEPA41,LEPA,lepa,large,0,1,LEPA4
LEPA43,LEPA,lepa,large,0,1,LEPA4
LEPA36,LEPA,lepa,large,0,1,LEPA3
LEPA12,LEPA,lepa,large,0,1,LEPA1
LEPA44,LEPA,lepa,large,0,1,LEPA4
LEPA17,LEPA,lepa,large,0,1,LEPA1
LEPA21,LEPA,lepa,large,0,1,LEPA2
LEPA31,LEPA,lepa,large,0,1,LEPA3
LEPA16,LEPA,lepa,large,0,1,LEPA1
LEPA18,LEPA,lepa,large,0,1,LEPA1
LEPA42,LEPA,lepa,large,0,1,LEPA4
LEPA312,LEPA,lepa,large,0,1,LEPA3
LEPA29,LEPA,lepa,large,0,1,LEPA2
LEPA34,LEPA,lepa,large,0,1,LEPA3
LEPA310,LEPA,lepa,large,0,1,LEPA3
LEPA210,LEPA,lepa,large,0,1,LEPA2
LEPA39,LEPA,lepa,large,0,1,LEPA3
MEDE112,MEDE,mede,large,0,1,MEDE1
MEDE28,MEDE,mede,large,0,1,MEDE2
MEDE216,MEDE,mede,large,0,1,MEDE2
MEDE311,MEDE,mede,large,0,1,MEDE3
MEDE34,MEDE,mede,large,0,1,MEDE3
MEDE214,MEDE,mede,large,0,1,MEDE2
MEDE213,MEDE,mede,large,0,1,MEDE2
MEDE111,MEDE,mede,large,0,1,MEDE1
MEDE22,MEDE,mede,large,0,1,MEDE2
MEDE211,MEDE,mede,large,0,1,MEDE2
MEDE33,MEDE,mede,large,0,1,MEDE3
MEDE313,MEDE,mede,large,0,1,MEDE3
MEDE215,MEDE,mede,large,0,1,MEDE2
MEDE115,MEDE,mede,large,0,1,MEDE1
MEDE312,MEDE,mede,large,0,1,MEDE3
MEDE16,MEDE,mede,large,0,1,MEDE1
MEDE19,MEDE,mede,large,0,1,MEDE1
MEDE23,MEDE,mede,large,0,1,MEDE2
MEDE310,MEDE,mede,large,0,1,MEDE3
MEDE14,MEDE,mede,large,0,1,MEDE1
MEDE27,MEDE,mede,large,0,1,MEDE2
MEDE314,MEDE,mede,large,0,1,MEDE3
MEDE24,MEDE,mede,large,0,1,MEDE2
MEDE39,MEDE,mede,large,0,1,MEDE3
MEDE36,MEDE,mede,large,0,1,MEDE3
MEDE31,MEDE,mede,large,0,1,MEDE3
MEDE18,MEDE,mede,large,0,1,MEDE1
MEDE21,MEDE,mede,large,0,1,MEDE2
MEDE32,MEDE,mede,large,0,1,MEDE3
MEDE316,MEDE,mede,large,0,1,MEDE3
MEDE35,MEDE,mede,large,0,1,MEDE3
MEDE116,MEDE,mede,large,0,1,MEDE1
MEDE25,MEDE,mede,large,0,1,MEDE2
MEDE37,MEDE,mede,large,0,1,MEDE3
MEDE38,MEDE,mede,large,0,1,MEDE3
MEDE13,MEDE,mede,large,0,1,MEDE1
MEDE26,MEDE,mede,large,0,1,MEDE2
MEDE113,MEDE,mede,large,0,1,MEDE1
MEDE15,MEDE,mede,large,0,1,MEDE1
MEDE212,MEDE,mede,large,0,1,MEDE2
MEDE110,MEDE,mede,large,0,1,MEDE1
MEDE17,MEDE,mede,large,0,1,MEDE1
MEDE114,MEDE,mede,large,0,1,MEDE1
MEDE11,MEDE,mede,large,0,1,MEDE1
MEDE315,MEDE,mede,large,0,1,MEDE3
MEDE210,MEDE,mede,large,0,1,MEDE2
MEDE29,MEDE,mede,large,0,1,MEDE2
MEDE12,MEDE,mede,large,0,1,MEDE1
PELI17,PELI,peli,large,0,1,PELI1
PELI113,PELI,peli,large,0,1,PELI1
PELI33,PELI,peli,large,0,1,PELI3
PELI12,PELI,peli,large,0,1,PELI1
PELI14,PELI,peli,large,0,1,PELI1
PELI311,PELI,peli,large,0,1,PELI3
PELI23,PELI,peli,large,0,1,PELI2
PELI25,PELI,peli,large,0,1,PELI2
PELI36,PELI,peli,large,0,1,PELI3
PELI117,PELI,peli,large,0,1,PELI1
PELI116,PELI,peli,large,0,1,PELI1
PELI313,PELI,peli,large,0,1,PELI3
PELI31,PELI,peli,large,0,1,PELI3
PELI11,PELI,peli,large,0,1,PELI1
PELI16,PELI,peli,large,0,1,PELI1
PELI34,PELI,peli,large,0,1,PELI3
PELI110,PELI,peli,large,0,1,PELI1
PELI35,PELI,peli,large,0,1,PELI3
PELI24,PELI,peli,large,0,1,PELI2
PELI118,PELI,peli,large,0,1,PELI1
PELI114,PELI,peli,large,0,1,PELI1
PELI115,PELI,peli,large,0,1,PELI1
PELI38,PELI,peli,large,0,1,PELI3
PELI32,PELI,peli,large,0,1,PELI3
PELI22,PELI,peli,large,0,1,PELI2
PELI15,PELI,peli,large,0,1,PELI1
PELI39,PELI,peli,large,0,1,PELI3
PELI312,PELI,peli,large,0,1,PELI3
PELI13,PELI,peli,large,0,1,PELI1
PELI21,PELI,peli,large,0,1,PELI2
PELI112,PELI,peli,large,0,1,PELI1
PELI310,PELI,peli,large,0,1,PELI3
PELI111,PELI,peli,large,0,1,PELI1
PELI37,PELI,peli,large,0,1,PELI3
PELI18,PELI,peli,large,0,1,PELI1
PELI19,PELI,peli,large,0,1,PELI1
PEPU23,PEPU,pepu,large,0,1,PEPU2
PEPU24,PEPU,pepu,large,0,1,PEPU2
PEPU210,PEPU,pepu,large,0,1,PEPU2
PEPU34,PEPU,pepu,large,0,1,PEPU3
PEPU26,PEPU,pepu,large,0,1,PEPU2
PEPU21,PEPU,pepu,large,0,1,PEPU2
PEPU13,PEPU,pepu,large,0,1,PEPU1
PEPU15,PEPU,pepu,large,0,1,PEPU1
PEPU212,PEPU,pepu,large,0,1,PEPU2
PEPU36,PEPU,pepu,large,0,1,PEPU3
PEPU11,PEPU,pepu,large,0,1,PEPU1
PEPU38,PEPU,pepu,large,0,1,PEPU3
PEPU35,PEPU,pepu,large,0,1,PEPU3
PEPU111,PEPU,pepu,large,0,1,PEPU1
PEPU37,PEPU,pepu,large,0,1,PEPU3
PEPU110,PEPU,pepu,large,0,1,PEPU1
PEPU12,PEPU,pepu,large,0,1,PEPU1
PEPU310,PEPU,pepu,large,0,1,PEPU3
PEPU19,PEPU,pepu,large,0,1,PEPU1
PEPU33,PEPU,pepu,large,0,1,PEPU3
PEPU22,PEPU,pepu,large,0,1,PEPU2
PEPU211,PEPU,pepu,large,0,1,PEPU2
PEPU18,PEPU,pepu,large,0,1,PEPU1
PEPU311,PEPU,pepu,large,0,1,PEPU3
PEPU28,PEPU,pepu,large,0,1,PEPU2
PEPU113,PEPU,pepu,large,0,1,PEPU1
PEPU17,PEPU,pepu,large,0,1,PEPU1
PEPU213,PEPU,pepu,large,0,1,PEPU2
PEPU25,PEPU,pepu,large,0,1,PEPU2
PEPU14,PEPU,pepu,large,0,1,PEPU1
PEPU114,PEPU,pepu,large,0,1,PEPU1
PEPU32,PEPU,pepu,large,0,1,PEPU3
PEPU27,PEPU,pepu,large,0,1,PEPU2
PEPU31,PEPU,pepu,large,0,1,PEPU3
PEPU39,PEPU,pepu,large,0,1,PEPU3
PEPU112,PEPU,pepu,large,0,1,PEPU1
PEPU29,PEPU,pepu,large,0,1,PEPU2
PEPU16,PEPU,pepu,large,0,1,PEPU1
acel5f,acel,acel,small,0,1,acel5
acel5a,acel,acel,small,0,1,acel5
acel2b,acel,acel,small,0,1,acel2
acel1b,acel,acel,small,0,1,acel1
acel2c,acel,acel,small,0,1,acel2
acel5k,acel,acel,small,0,1,acel5
acel2e,acel,acel,small,0,1,acel2
acel5l,acel,acel,small,0,1,acel5
acel1h,acel,acel,small,0,1,acel1
acel2f,acel,acel,small,0,1,acel2
acel5h,acel,acel,small,0,1,acel5
acel2g,acel,acel,small,0,1,acel2
acel5d,acel,acel,small,0,1,acel5
acel1a,acel,acel,small,0,1,acel1
acel5e,acel,acel,small,0,1,acel5
acel1k,acel,acel,small,0,1,acel1
acel1l,acel,acel,small,0,1,acel1
