unique,code,species,size,time,pmr,codeStem
peli1a,peli,peli,small,0,1,peli1
peli2g,peli,peli,small,0,1,peli2
peli2f,peli,peli,small,0,1,peli2
peli1i,peli,peli,small,0,1,peli1
peli1l,peli,peli,small,0,1,peli1
peli3g,peli,peli,small,0,1,peli3
peli2e,peli,peli,small,0,1,peli2
peli1j,peli,peli,small,0,1,peli1
peli2j,peli,peli,small,0,1,peli2
peli1b,peli,peli,small,0,1,peli1
peli2d,peli,peli,small,0,1,peli2
peli2h,peli,peli,small,0,1,peli2
peli1d,peli,peli,small,0,1,peli1
peli2l,peli,peli,small,0,1,peli2
peli3f,peli,peli,small,0,1,peli3
peli2a,peli,peli,small,0,1,peli2
peli3d,peli,peli,small,0,1,peli3
peli1e,peli,peli,small,0,1,peli1
peli3a,peli,peli,small,0,1,peli3
peli1f,peli,peli,small,0,1,peli1
peli3j,peli,peli,small,0,1,peli3
peli1g,peli,peli,small,0,1,peli1
peli1h,peli,peli,small,0,1,peli1
peli2b,peli,peli,small,0,1,peli2
peli3e,peli,peli,small,0,1,peli3
peli2c,peli,peli,small,0,1,peli2
penu1d,penu,penu,small,0,1,penu1
penu1c,penu,penu,small,0,1,penu1
penu3c,penu,penu,small,0,1,penu3
penu2h,penu,penu,small,0,1,penu2
penu2j,penu,penu,small,0,1,penu2
penu5d,penu,penu,small,0,1,penu5
penu1b,penu,penu,small,0,1,penu1
penu1a,penu,penu,small,0,1,penu1
penu2n,penu,penu,small,0,1,penu2
penu4c,penu,penu,small,0,1,penu4
penu2i,penu,penu,small,0,1,penu2
penu2d,penu,penu,small,0,1,penu2
penu3g,penu,penu,small,0,1,penu3
penu2m,penu,penu,small,0,1,penu2
penu4d,penu,penu,small,0,1,penu4
penu2a,penu,penu,small,0,1,penu2
penu2c,penu,penu,small,0,1,penu2
penu5a,penu,penu,small,0,1,penu5
penu3b,penu,penu,small,0,1,penu3
penu2f,penu,penu,small,0,1,penu2
penu2g,penu,penu,small,0,1,penu2
penu3d,penu,penu,small,0,1,penu3
penu3h,penu,penu,small,0,1,penu3
penu3e,penu,penu,small,0,1,penu3
penu2b,penu,penu,small,0,1,penu2
penu5b,penu,penu,small,0,1,penu5
penu1e,penu,penu,small,0,1,penu1
penu3i,penu,penu,small,0,1,penu3
penu2k,penu,penu,small,0,1,penu2
penu3f,penu,penu,small,0,1,penu3
penu2l,penu,penu,small,0,1,penu2
penu2e,penu,penu,small,0,1,penu2
penu3a,penu,penu,small,0,1,penu3
penu4b,penu,penu,small,0,1,penu4
penu5c,penu,penu,small,0,1,penu5
penu4a,penu,penu,small,0,1,penu4
pepu1e,pepu,pepu,small,0,1,pepu1
pepu1a,pepu,pepu,small,0,1,pepu1
pepu3j,pepu,pepu,small,0,1,pepu3
pepu1f,pepu,pepu,small,0,1,pepu1
pepu2f,pepu,pepu,small,0,1,pepu2
pepu1b,pepu,pepu,small,0,1,pepu1
pepu3i,pepu,pepu,small,0,1,pepu3
pepu3l,pepu,pepu,small,0,1,pepu3
pepu1k,pepu,pepu,small,0,1,pepu1
pepu1g,pepu,pepu,small,0,1,pepu1
pepu3a,pepu,pepu,small,0,1,pepu3
pepu2a,pepu,pepu,small,0,1,pepu2
pepu1i,pepu,pepu,small,0,1,pepu1
pepu1c,pepu,pepu,small,0,1,pepu1
pepu1d,pepu,pepu,small,0,1,pepu1
pepu2h,pepu,pepu,small,0,1,pepu2
pepu3g,pepu,pepu,small,0,1,pepu3
pepu3b,pepu,pepu,small,0,1,pepu3
pepu3f,pepu,pepu,small,0,1,pepu3
pepu2b,pepu,pepu,small,0,1,pepu2
pepu3d,pepu,pepu,small,0,1,pepu3
pepu2g,pepu,pepu,small,0,1,pepu2
pepu2i,pepu,pepu,small,0,1,pepu2
pepu1l,pepu,pepu,small,0,1,pepu1
pepu2d,pepu,pepu,small,0,1,pepu2
pepu2e,pepu,pepu,small,0,1,pepu2
pepu3e,pepu,pepu,small,0,1,pepu3
pepu1h,pepu,pepu,small,0,1,pepu1
pepu2l,pepu,pepu,small,0,1,pepu2
pepu2j,pepu,pepu,small,0,1,pepu2
pepu3h,pepu,pepu,small,0,1,pepu3
pepu3k,pepu,pepu,small,0,1,pepu3
pepu2c,pepu,pepu,small,0,1,pepu2
pepu2k,pepu,pepu,small,0,1,pepu2
pepu3c,pepu,pepu,small,0,1,pepu3
pepu1j,pepu,pepu,small,0,1,pepu1
ripi1b,ripi,ripi,small,0,1,ripi1
ripi3i,ripi,ripi,small,0,1,ripi3
ripi1c,ripi,ripi,small,0,1,ripi1
ripi2i,ripi,ripi,small,0,1,ripi2
ripi1j,ripi,ripi,small,0,1,ripi1
ripi2l,ripi,ripi,small,0,1,ripi2
ripi1i,ripi,ripi,small,0,1,ripi1
ripi3g,ripi,ripi,small,0,1,ripi3
ripi2g,ripi,ripi,small,0,1,ripi2
ripi3l,ripi,ripi,small,0,1,ripi3
ripi3b,ripi,ripi,small,0,1,ripi3
ripi1g,ripi,ripi,small,0,1,ripi1
ripi2e,ripi,ripi,small,0,1,ripi2
ripi3c,ripi,ripi,small,0,1,ripi3
ripi3k,ripi,ripi,small,0,1,ripi3
ripi3d,ripi,ripi,small,0,1,ripi3
ripi3j,ripi,ripi,small,0,1,ripi3
ripi2d,ripi,ripi,small,0,1,ripi2
ripi3h,ripi,ripi,small,0,1,ripi3
ripi2b,ripi,ripi,small,0,1,ripi2
ripi1f,ripi,ripi,small,0,1,ripi1
ripi3f,ripi,ripi,small,0,1,ripi3
ripi3e,ripi,ripi,small,0,1,ripi3
ripi3a,ripi,ripi,small,0,1,ripi3
ripi2a,ripi,ripi,small,0,1,ripi2
ripi2k,ripi,ripi,small,0,1,ripi2
ripi2j,ripi,ripi,small,0,1,ripi2
ripi1k,ripi,ripi,small,0,1,ripi1
ripi2f,ripi,ripi,small,0,1,ripi2
ripi1d,ripi,ripi,small,0,1,ripi1
ripi1e,ripi,ripi,small,0,1,ripi1
ripi2h,ripi,ripi,small,0,1,ripi2
ripi1l,ripi,ripi,small,0,1,ripi1
ripi1a,ripi,ripi,small,0,1,ripi1
ripi1h,ripi,ripi,small,0,1,ripi1
ripi2c,ripi,ripi,small,0,1,ripi2
basp3x,basp,basp,small,0,1,basp3
basp3y,basp,basp,small,0,1,basp3
basp3z,basp,basp,small,0,1,basp3
LEPA45,LEPA,lepa,large,7,0.9010867371824925,LEPA4
cota2d,cota,cota,small,7,0.7857138996273909,cota2
eusc2d,eusc,eusc,small,7,0.9092485383002556,eusc2
baae3i,baae,baae,small,7,0.8977010182804002,baae3
basp2c,basp,basp,small,7,0.7711346272586681,basp2
acel2b,acel,acel,small,7,0.8276404263252587,acel2
eute1b,eute,eute,small,7,0.8534161766885467,eute1
cota3d,cota,cota,small,7,0.7637324341446915,cota3
anba1l,anba,anba,small,7,0.7939732903709302,anba1
peli2k,peli,peli,small,7,0.7400087296099812,peli2
ACPA18,ACPA,acpa,large,7,0.9850247368250172,ACPA1
olst1j,olst,olst,small,7,0.8087878876375282,olst1
ALLI315,ALLI,alli,large,7,1.0022570977388687,ALLI3
cali3f,cali,cali,small,7,0.7767379235118248,cali3
lepa2f,lepa,lepa,small,7,0.8347045473819301,lepa2
hase1j,hase,hase,small,7,0.9009195624332708,hase1
baae3b,baae,baae,small,7,0.9339981453268997,baae3
olst1i,olst,olst,small,7,0.824924660502009,olst1
ALLI19,ALLI,alli,large,7,0.9728952136634992,ALLI1
leer6c,leer,leer,small,7,0.8989014679714975,leer6
ACPA12,ACPA,acpa,large,7,1.0130790665101068,ACPA1
lepa1j,lepa,lepa,small,7,0.8439308631581864,lepa1
cota3b,cota,cota,small,7,0.8048130822657463,cota3
baae3h,baae,baae,small,7,0.8813684875062956,baae3
cali3j,cali,cali,small,7,0.8058606551131489,cali3
cali3a,cali,cali,small,7,0.7544783487782613,cali3
MEDE311,MEDE,mede,large,7,0.9889240635253086,MEDE3
EUTE19,EUTE,eute,large,7,0.9290085167831627,EUTE1
eute3d,eute,eute,small,7,0.7577479920036639,eute3
ripi2i,ripi,ripi,small,7,0.9376590514341722,ripi2
acpa3d,acpa,acpa,small,7,0.87083334810498,acpa3
EUTE31,EUTE,eute,large,7,0.9663251676630729,EUTE3
ACPA311,ACPA,acpa,large,7,0.9321799050843073,ACPA3
lepa1a,lepa,lepa,small,7,0.8291858282878821,lepa1
peli3h,peli,peli,small,7,0.8504156869485889,peli3
lepa3d,lepa,lepa,small,7,0.8878751355386257,lepa3
hase3e,hase,hase,small,7,0.8698405950617577,hase3
PELI311,PELI,peli,large,7,0.8140377960530721,PELI3
ANBA311,ANBA,anba,large,7,0.9383556881896099,ANBA3
ACPA42,ACPA,acpa,large,7,1.0118500483681205,ACPA4
LEPA37,LEPA,lepa,large,7,1.01053614708435,LEPA3
EXCU27,EXCU,excu,large,7,0.905300975883858,EXCU2
EXCU28,EXCU,excu,large,7,0.912693718143291,EXCU2
EUSC31,EUSC,eusc,large,7,0.9717536964351711,EUSC3
eusc1f,eusc,eusc,small,7,0.8528352435139462,eusc1
leer8d,leer,leer,small,7,0.913694618944891,leer8
PELI25,PELI,peli,large,7,0.7116170833821486,PELI2
leer8a,leer,leer,small,7,0.8851893490365268,leer8
eute2l,eute,eute,small,7,0.8804549794319793,eute2
JASC319,JASC,jasc,large,7,0.9542747071143477,JASC3
EUTE312,EUTE,eute,large,7,0.9895473706508289,EUTE3
EUSC213,EUSC,eusc,large,7,0.8763392788124044,EUSC2
ripi1i,ripi,ripi,small,7,0.8403387918032251,ripi1
ripi2g,ripi,ripi,small,7,0.8815236460881057,ripi2
cota1e,cota,cota,small,7,0.8955305605648769,cota1
anba1j,anba,anba,small,7,0.8296700830888861,anba1
JASC28,JASC,jasc,large,7,0.9087090051878927,JASC2
isan3d,isan,isan,small,7,0.7443610566039125,isan3
ANBA23,ANBA,anba,large,7,0.8800354674143392,ANBA2
isan3c,isan,isan,small,7,0.8198574014903113,isan3
baae1c,baae,baae,small,7,0.8931709451017787,baae1
anba1a,anba,anba,small,7,0.7886640464839513,anba1
acpa1a,acpa,acpa,small,7,0.8994692416265233,acpa1
alli2b,alli,alli,small,7,0.876413917244337,alli2
jasc3e,jasc,jasc,small,7,0.8224061380174249,jasc3
mede2a,mede,mede,small,7,0.7424005625868183,mede2
PEPU212,PEPU,pepu,large,7,0.9900505525168656,PEPU2
penu1b,penu,penu,small,7,0.8663759219978444,penu1
MEDE111,MEDE,mede,large,7,0.9223251690918931,MEDE1
JASC316,JASC,jasc,large,7,0.996929215191768,JASC3
ALLI211,ALLI,alli,large,7,0.9081491473427898,ALLI2
pepu1g,pepu,pepu,small,7,0.9173614935860327,pepu1
olst1a,olst,olst,small,7,0.7527397060517292,olst1
EXCU16,EXCU,excu,large,7,0.9250411812457562,EXCU1
leer5b,leer,leer,small,7,0.941789094425328,leer5
MEDE211,MEDE,mede,large,7,0.9684568853278642,MEDE2
acel1l,acel,acel,small,7,0.9265925236732135,acel1
hase2h,hase,hase,small,7,0.8802985625034012,hase2
olst4f,olst,olst,small,7,0.8927551265688705,olst4
EUTE11,EUTE,eute,large,7,0.9634506183086927,EUTE1
mede1g,mede,mede,small,7,0.7944486233713544,mede1
acpa3f,acpa,acpa,small,7,0.8669187572912472,acpa3
cali1h,cali,cali,small,7,0.8895095896176606,cali1
leer9c,leer,leer,small,7,0.9392909801165075,leer9
excu2f,excu,excu,small,7,0.8567361948103607,excu2
olst2i,olst,olst,small,7,0.9460798470221151,olst2
ACPA36,ACPA,acpa,large,7,0.9492904744373327,ACPA3
jasc1b,jasc,jasc,small,7,0.7611829109967866,jasc1
ripi3c,ripi,ripi,small,7,0.9950984422478981,ripi3
ALLI38,ALLI,alli,large,7,1.0142167579996895,ALLI3
isan5a,isan,isan,small,7,0.7944430000001481,isan5
excu2k,excu,excu,small,7,0.8102376588226218,excu2
EUSC112,EUSC,eusc,large,7,0.995668797046069,EUSC1
mede3h,mede,mede,small,7,0.7684380299611017,mede3
acpa3l,acpa,acpa,small,7,0.9416403048530522,acpa3
mede1d,mede,mede,small,7,0.911089712271003,mede1
excu2d,excu,excu,small,7,0.8833843897243026,excu2
acpa1k,acpa,acpa,small,7,0.9516543745750464,acpa1
ripi3d,ripi,ripi,small,7,0.9951101598802156,ripi3
hase3k,hase,hase,small,7,0.9216293995733722,hase3
cali1c,cali,cali,small,7,0.994555951883644,cali1
LEPA13,LEPA,lepa,large,7,0.8981222006385262,LEPA1
cota2h,cota,cota,small,7,0.9789586267625142,cota2
acpa1i,acpa,acpa,small,7,0.9681352387898716,acpa1
ACPA16,ACPA,acpa,large,7,0.9973533178625448,ACPA1
basp1e,basp,basp,small,7,0.8118187284751679,basp1
baae1b,baae,baae,small,7,0.9517395316658297,baae1
pepu3g,pepu,pepu,small,7,0.9478886078255909,pepu3
MEDE16,MEDE,mede,large,7,0.9120589523875953,MEDE1
EUSC34,EUSC,eusc,large,7,0.961199975018401,EUSC3
excu1h,excu,excu,small,7,0.9925695440836647,excu1
BAAE39,BAAE,baae,large,7,1.0032961879091882,BAAE3
BAAE311,BAAE,baae,large,7,1.031091220775224,BAAE3
peli1l,peli,peli,small,7,0.7440545356436356,peli1
BAAE13,BAAE,baae,large,7,0.8782094529026205,BAAE1
eute2g,eute,eute,small,7,0.8769024674047314,eute2
isan5f,isan,isan,small,7,0.9402592497889672,isan5
PELI16,PELI,peli,large,7,0.8700407619215126,PELI1
penu3g,penu,penu,small,7,0.8076753000748862,penu3
LEPA25,LEPA,lepa,large,7,0.9709572906376215,LEPA2
jasc1h,jasc,jasc,small,7,0.7658080676101698,jasc1
acel2i,acel,acel,small,7,0.9096535756759767,acel2
basp1g,basp,basp,small,7,0.8428594383723659,basp1
PELI34,PELI,peli,large,7,0.958706828300257,PELI3
ANBA112,ANBA,anba,large,7,0.8777127281171929,ANBA1
ripi3e,ripi,ripi,small,7,0.9870422647273052,ripi3
peli2j,peli,peli,small,7,0.9395083367493059,peli2
alli1b,alli,alli,small,7,0.8450368658165781,alli1
acel5j,acel,acel,small,7,0.908862281827986,acel5
eusc1a,eusc,eusc,small,7,0.9261139310816098,eusc1
pepu3d,pepu,pepu,small,7,0.9412732801454221,pepu3
hase2g,hase,hase,small,7,0.9530442201950132,hase2
basp2h,basp,basp,small,7,0.9418613515704879,basp2
PELI35,PELI,peli,large,7,0.9441896365664496,PELI3
ANBA33,ANBA,anba,large,7,1.007446444070575,ANBA3
BAAE15,BAAE,baae,large,7,0.9094993318480937,BAAE1
pepu2g,pepu,pepu,small,7,0.9664069941482142,pepu2
PEPU110,PEPU,pepu,large,7,0.9501426899935194,PEPU1
EUTE23,EUTE,eute,large,7,0.9387963197913168,EUTE2
MEDE27,MEDE,mede,large,7,0.9566463348354846,MEDE2
anba2a,anba,anba,small,7,0.9445357016887441,anba2
eusc3l,eusc,eusc,small,7,0.9917186887293443,eusc3
JASC113,JASC,jasc,large,7,0.9431872096907018,JASC1
LEPA35,LEPA,lepa,large,7,1.0473068198738538,LEPA3
EXCU39,EXCU,excu,large,7,0.9296499703435759,EXCU3
olst2f,olst,olst,small,7,0.959250999674938,olst2
lepa3k,lepa,lepa,small,7,0.974285760226772,lepa3
jasc2e,jasc,jasc,small,7,0.8905909764057184,jasc2
isan4c,isan,isan,small,7,0.973798457041413,isan4
JASC115,JASC,jasc,large,7,0.9337396490316767,JASC1
BAAE212,BAAE,baae,large,7,0.9178107847530305,BAAE2
acel2d,acel,acel,small,7,1.0011423522687861,acel2
eusc2h,eusc,eusc,small,7,1.0082967233279276,eusc2
EUSC314,EUSC,eusc,large,7,0.9464070737960287,EUSC3
pepu2d,pepu,pepu,small,7,0.979152198449845,pepu2
EUTE32,EUTE,eute,large,7,1.0041702740203597,EUTE3
cota1c,cota,cota,small,7,0.9625695015638769,cota1
eute3b,eute,eute,small,7,0.9145367708124069,eute3
LEPA12,LEPA,lepa,large,7,1.0373113156002942,LEPA1
alli1g,alli,alli,small,7,0.8846205819927067,alli1
penu3d,penu,penu,small,7,0.8571439576808585,penu3
EXCU313,EXCU,excu,large,7,0.9642123704908372,EXCU3
penu3h,penu,penu,small,7,0.957017599026732,penu3
PEPU33,PEPU,pepu,large,7,0.974356641229822,PEPU3
peli2a,peli,peli,small,7,0.9049522620692102,peli2
excu2h,excu,excu,small,7,0.9326401467132585,excu2
EXCU14,EXCU,excu,large,7,0.9723423664621451,EXCU1
cali2c,cali,cali,small,7,1.018400425042561,cali2
ALLI21,ALLI,alli,large,7,0.9764586740053997,ALLI2
PEPU18,PEPU,pepu,large,7,0.9419950435460026,PEPU1
alli3j,alli,alli,small,7,0.9739075528300973,alli3
baae1f,baae,baae,small,7,1.12806397361042,baae1
alli3a,alli,alli,small,7,1.0006564604277948,alli3
jasc2b,jasc,jasc,small,7,0.9451652981312452,jasc2
pepu2j,pepu,pepu,small,7,0.9361942956256973,pepu2
mede3d,mede,mede,small,7,0.9638285501141215,mede3
PEPU28,PEPU,pepu,large,7,0.9795753306168141,PEPU2
MEDE21,MEDE,mede,large,7,0.9563220290094216,MEDE2
JASC38,JASC,jasc,large,7,1.0040346849751423,JASC3
eute1f,eute,eute,small,7,0.85875002779285,eute1
EUSC210,EUSC,eusc,large,7,1.0179194772428797,EUSC2
jasc1e,jasc,jasc,small,7,0.9291667542330336,jasc1
peli3a,peli,peli,small,7,0.9914874759067345,peli3
anba3c,anba,anba,small,7,1.081509851196302,anba3
ALLI114,ALLI,alli,large,7,0.953544378852509,ALLI1
anba1g,anba,anba,small,7,0.9221082891317794,anba1
isan5e,isan,isan,small,7,0.9250861022257699,isan5
basp2b,basp,basp,small,7,0.9510848578600077,basp2
acel2l,acel,acel,small,7,1.0114616875985418,acel2
PEPU213,PEPU,pepu,large,7,1.0163415408536771,PEPU2
eusc1d,eusc,eusc,small,7,0.9558972759388948,eusc1
penu1e,penu,penu,small,7,1.0088843512637922,penu1
alli1l,alli,alli,small,7,0.9373617758120915,alli1
mede3l,mede,mede,small,7,0.9539352793078046,mede3
excu2e,excu,excu,small,7,0.939001815516163,excu2
basp3e,basp,basp,small,7,0.9411465602148188,basp3
leer9d,leer,leer,small,7,1.0147620839058382,leer9
ANBA14,ANBA,anba,large,7,0.9643195478958998,ANBA1
ANBA116,ANBA,anba,large,7,0.9440600206879024,ANBA1
BAAE110,BAAE,baae,large,7,0.9064556197080332,BAAE1
hase2j,hase,hase,small,7,0.9584465458163914,hase2
PELI21,PELI,peli,large,7,0.8465759206442613,PELI2
lepa2i,lepa,lepa,small,7,1.041504114570625,lepa2
penu3f,penu,penu,small,7,0.9505595620803201,penu3
EXCU13,EXCU,excu,large,13,0.9379809504400529,EXCU1
PEPU23,PEPU,pepu,large,13,0.901078630181691,PEPU2
alli3d,alli,alli,small,13,0.8684833858817286,alli3
basp2k,basp,basp,small,13,0.7045507136600279,basp2
ripi3i,ripi,ripi,small,13,0.7512478973815125,ripi3
ALLI316,ALLI,alli,large,13,0.9745883757188913,ALLI3
jasc2f,jasc,jasc,small,13,0.6804918169154806,jasc2
jasc3i,jasc,jasc,small,13,0.6715138483002132,jasc3
ripi1c,ripi,ripi,small,13,0.7204760377777973,ripi1
PELI17,PELI,peli,large,13,0.8249125257633501,PELI1
eute2c,eute,eute,small,13,0.5104356801470504,eute2
mede3g,mede,mede,small,13,0.8621597674840845,mede3
lepa2c,lepa,lepa,small,13,0.8312667099841029,lepa2
hase3f,hase,hase,small,13,0.7698130027336623,hase3
ANBA215,ANBA,anba,large,13,0.8074380052708173,ANBA2
baae2c,baae,baae,small,13,0.7025211388378702,baae2
ALLI212,ALLI,alli,large,13,0.8409409324543708,ALLI2
jasc1f,jasc,jasc,small,13,0.6755518536341466,jasc1
eute3f,eute,eute,small,13,0.8267975633253204,eute3
leer8f,leer,leer,small,13,0.7926982642309086,leer8
peli3l,peli,peli,small,13,0.7197186004532964,peli3
hase3d,hase,hase,small,13,0.5849281189246076,hase3
BAAE316,BAAE,baae,large,13,0.9321589809040622,BAAE3
MEDE216,MEDE,mede,large,13,0.9187887404834642,MEDE2
penu1d,penu,penu,small,13,0.792583055609979,penu1
JASC318,JASC,jasc,large,13,0.947637761517447,JASC3
hase1l,hase,hase,small,13,0.6815714172498121,hase1
JASC21,JASC,jasc,large,13,0.8577045789937506,JASC2
JASC17,JASC,jasc,large,13,0.840763933599771,JASC1
anba1h,anba,anba,small,13,0.7358305023407288,anba1
lepa2j,lepa,lepa,small,13,0.7622870675491442,lepa2
EUSC19,EUSC,eusc,large,13,0.8716546490156606,EUSC1
EUSC113,EUSC,eusc,large,13,0.9201414488625,EUSC1
acel2e,acel,acel,small,13,0.7889940585920696,acel2
basp3m,basp,basp,small,13,0.7306757631411858,basp3
mede3k,mede,mede,small,13,0.7812560334584727,mede3
ALLI23,ALLI,alli,large,13,0.8399578331375303,ALLI2
excu1a,excu,excu,small,13,0.7978256841957883,excu1
BAAE35,BAAE,baae,large,13,0.994128369611537,BAAE3
baae1g,baae,baae,small,13,0.8785287984607659,baae1
acel1h,acel,acel,small,13,0.8339453794057746,acel1
pepu1f,pepu,pepu,small,13,0.4730348950746297,pepu1
penu2h,penu,penu,small,13,0.5015623098443509,penu2
eute3i,eute,eute,small,13,0.6587671446082136,eute3
eusc1k,eusc,eusc,small,13,0.8020293949364986,eusc1
eusc1g,eusc,eusc,small,13,0.795899170844714,eusc1
ANBA38,ANBA,anba,large,13,0.8986827639236245,ANBA3
acpa3c,acpa,acpa,small,13,0.8254111819529257,acpa3
excu3f,excu,excu,small,13,0.8526279500583265,excu3
ANBA316,ANBA,anba,large,13,0.8259016447548634,ANBA3
acpa3b,acpa,acpa,small,13,0.8064741975987828,acpa3
leer5a,leer,leer,small,13,0.9126484742786234,leer5
PELI117,PELI,peli,large,13,0.9778018443108487,PELI1
isan1d,isan,isan,small,13,0.8395766571231983,isan1
excu1d,excu,excu,small,13,0.9507467874171032,excu1
excu1g,excu,excu,small,13,0.8458106908484242,excu1
acel1a,acel,acel,small,13,0.8122155208683434,acel1
PELI313,PELI,peli,large,13,0.8768436197892716,PELI3
olst4h,olst,olst,small,13,0.6389675594487255,olst4
jasc2k,jasc,jasc,small,13,0.822050245886139,jasc2
LEPA22,LEPA,lepa,large,13,0.9289273964844095,LEPA2
eute3g,eute,eute,small,13,0.8522653997512643,eute3
cali3k,cali,cali,small,13,0.8242004702747135,cali3
olst4e,olst,olst,small,13,0.7397836377190333,olst4
MEDE22,MEDE,mede,large,13,0.8759569928070904,MEDE2
ALLI113,ALLI,alli,large,13,0.7155408843791974,ALLI1
jasc1l,jasc,jasc,small,13,0.7615249956717701,jasc1
LEPA15,LEPA,lepa,large,13,0.9007931765653491,LEPA1
JASC26,JASC,jasc,large,13,0.8744790510203133,JASC2
cota1b,cota,cota,small,13,0.8284680613728814,cota1
LEPA19,LEPA,lepa,large,13,0.9362958612474376,LEPA1
EUTE316,EUTE,eute,large,13,0.919253384309147,EUTE3
mede2c,mede,mede,small,13,0.7578970418957918,mede2
BAAE26,BAAE,baae,large,13,0.8588238673135352,BAAE2
jasc1i,jasc,jasc,small,13,0.7735119452757885,jasc1
basp3i,basp,basp,small,13,0.662946790319669,basp3
basp2g,basp,basp,small,13,0.7749712651478505,basp2
JASC23,JASC,jasc,large,13,0.8895701695043055,JASC2
EUSC11,EUSC,eusc,large,13,0.8519432174586223,EUSC1
PEPU38,PEPU,pepu,large,13,0.9437583484778631,PEPU3
acel2a,acel,acel,small,13,0.8575571412772391,acel2
pepu2a,pepu,pepu,small,13,0.8685635595767836,pepu2
isan1i,isan,isan,small,13,0.8464614738546052,isan1
pepu1i,pepu,pepu,small,13,0.8084129015152263,pepu1
pepu1c,pepu,pepu,small,13,0.9423315485073394,pepu1
acpa1e,acpa,acpa,small,13,0.8559611097175147,acpa1
EUSC111,EUSC,eusc,large,13,0.9551829804280946,EUSC1
acel1d,acel,acel,small,13,0.9580702467423614,acel1
cali1g,cali,cali,small,13,0.8518114957143808,cali1
alli2l,alli,alli,small,13,0.8523167885970364,alli2
mede2h,mede,mede,small,13,0.8940426290020607,mede2
acpa3a,acpa,acpa,small,13,0.8719401520552914,acpa3
isan2b,isan,isan,small,13,0.8178002501349235,isan2
leer7c,leer,leer,small,13,0.7807856272218469,leer7
ANBA31,ANBA,anba,large,13,0.966063928625651,ANBA3
lepa2k,lepa,lepa,small,13,0.8055947441976324,lepa2
ACPA411,ACPA,acpa,large,13,0.920187119624608,ACPA4
EUTE34,EUTE,eute,large,13,0.9858852742614713,EUTE3
LEPA33,LEPA,lepa,large,13,1.0214130605456413,LEPA3
hase1h,hase,hase,small,13,0.8059294975034961,hase1
cali3b,cali,cali,small,13,0.7788137811397277,cali3
ANBA26,ANBA,anba,large,13,0.8174632911078643,ANBA2
mede2d,mede,mede,small,13,0.8347467419481623,mede2
ACPA315,ACPA,acpa,large,13,0.9355490567235152,ACPA3
penu2i,penu,penu,small,13,0.7574437125993322,penu2
alli1h,alli,alli,small,13,0.8697529115853554,alli1
LEPA47,LEPA,lepa,large,13,0.9361967965032603,LEPA4
pepu3b,pepu,pepu,small,13,0.8909004931223521,pepu3
leer8b,leer,leer,small,13,0.9560862492973987,leer8
peli1i,peli,peli,small,13,0.842145259549089,peli1
lepa1e,lepa,lepa,small,13,0.9256413883417498,lepa1
MEDE19,MEDE,mede,large,13,0.8271010151399854,MEDE1
hase3b,hase,hase,small,13,0.8498521229123621,hase3
PEPU35,PEPU,pepu,large,13,0.9288498943107394,PEPU3
ACPA314,ACPA,acpa,large,13,0.9005386722407804,ACPA3
cali3c,cali,cali,small,13,0.8393426118038176,cali3
cota1f,cota,cota,small,13,0.7979119493263351,cota1
EXCU38,EXCU,excu,large,13,0.8877914525354172,EXCU3
EUTE33,EUTE,eute,large,13,1.0009317087757146,EUTE3
EUSC29,EUSC,eusc,large,13,0.9299020627939399,EUSC2
ripi3f,ripi,ripi,small,13,0.8210780067359248,ripi3
pepu3f,pepu,pepu,small,13,0.8998472781404787,pepu3
ACPA35,ACPA,acpa,large,13,0.9248791243716292,ACPA3
MEDE310,MEDE,mede,large,13,0.9705843432655944,MEDE3
ANBA19,ANBA,anba,large,13,0.8588821568319402,ANBA1
anba2c,anba,anba,small,13,0.681604092641033,anba2
isan1a,isan,isan,small,13,0.913516237136478,isan1
eusc3b,eusc,eusc,small,13,0.6974601517573356,eusc3
olst4c,olst,olst,small,13,0.7964109779650356,olst4
leer4b,leer,leer,small,13,1.0361238002441098,leer4
acel2h,acel,acel,small,13,0.9471895656044769,acel2
eusc3e,eusc,eusc,small,13,0.890742210895898,eusc3
hase2c,hase,hase,small,13,0.8859602277075131,hase2
PELI110,PELI,peli,large,13,0.9665336189818768,PELI1
EUTE314,EUTE,eute,large,13,0.9717340492813403,EUTE3
eusc1i,eusc,eusc,small,13,0.8421026541554848,eusc1
PEPU37,PEPU,pepu,large,13,0.9357420311365512,PEPU3
peli1b,peli,peli,small,13,0.8815022293115337,peli1
eute3k,eute,eute,small,13,0.757316090576077,eute3
EUSC32,EUSC,eusc,large,13,0.8564601770260583,EUSC3
penu2a,penu,penu,small,13,0.6470643467308573,penu2
PEPU12,PEPU,pepu,large,13,0.8629951915240005,PEPU1
penu5a,penu,penu,small,13,0.8412093091505901,penu5
ripi3a,ripi,ripi,small,13,0.8930063607763,ripi3
ACPA48,ACPA,acpa,large,13,0.940071586814642,ACPA4
leer7b,leer,leer,small,13,0.8747624534337067,leer7
anba3j,anba,anba,small,13,0.8074252176337899,anba3
peli2h,peli,peli,small,13,0.836784551147704,peli2
MEDE24,MEDE,mede,large,13,0.852462664094262,MEDE2
isan2f,isan,isan,small,13,0.8709640102110393,isan2
cali1k,cali,cali,small,13,0.9548507752157691,cali1
alli2g,alli,alli,small,13,0.9253253195844241,alli2
